/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): Combined oxgyen and carbon isotope data of Cibiicidoides in piston core MD01-2444 and IODPP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951396, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.568208 * MEDIAN LONGITUDE: -10.130014 * SOUTH-BOUND LATITUDE: 37.565000 * WEST-BOUND LONGITUDE: -10.134000 * NORTH-BOUND LATITUDE: 37.571416 * EAST-BOUND LONGITUDE: -10.126027
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.030 m * MAXIMUM DEPTH, sediment/rock: 26.940 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	Cibicidoides spp., δ18O [‰ PDB] (Cibicidoides spp. δ18O) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: vs. VPDB
	Cibicidoides spp., δ13C [‰ PDB] (Cibicidoides spp. δ13C) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: vs. VPDB
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	23074 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	Cibicidoides spp. δ18O [‰ PDB] (vs. VPDB, Mass spectrometer, ...)	Cibicidoides spp. δ13C [‰ PDB] (vs. VPDB, Mass spectrometer, ...)
	133.00	1172.30	1169.90000	1169.90000	1173.50000				3.07	0.9400
	133.02	1172.40	1170.10000	1170.10000	1173.70000				3.07	0.9500
	133.04	1172.60	1170.30000	1170.30000	1173.90000				3.08	1.0000
	133.06	1172.80	1170.50000	1170.50000	1174.10000				3.05	0.9700
	133.08	1172.90	1170.70000	1170.70000	1174.30000				3.14	0.8300
	133.10	1173.10	1170.80000	1170.80000	1174.40000				3.09	0.9800
	133.12	1173.20	1171.00000	1171.00000	1174.60000				3.04	1.0000
	133.14	1173.40	1171.20000	1171.20000	1174.80000				3.00	0.9200
	133.16	1173.50	1171.40000	1171.40000	1175.00000				3.03	1.0400
	133.20	1173.80	1171.80000	1171.80000	1175.40000				3.09	0.9600
	133.22	1174.00	1172.00000	1172.00000	1175.50000				3.07	0.9500
	133.24	1174.10	1172.20000	1172.20000	1175.70000				3.03	1.0300
	133.26	1174.30	1172.40000	1172.40000	1175.90000				3.14	0.8600
	133.28	1174.40	1172.60000	1172.60000	1176.10000				3.13	0.9700
	133.30	1174.60	1172.80000	1172.80000	1176.30000				3.11	1.0000
	133.32	1174.70	1173.00000	1173.00000	1176.50000				3.07	0.6700
	133.34	1174.90	1173.20000	1173.20000	1176.60000				3.08	0.8600
	133.36	1175.00	1173.30000	1173.40000	1176.80000				3.03	0.7800
	133.38	1175.20	1173.50000	1173.50000	1177.00000				3.12	0.8800
	133.40	1175.30	1173.70000	1173.70000	1177.20000				3.07	0.4500
	133.42	1175.50	1173.90000	1173.90000	1177.40000				3.13	0.8100
	133.44	1175.60	1174.10000	1174.10000	1177.60000				3.14	0.4700
	133.46	1175.80	1174.30000	1174.30000	1177.80000				3.11	1.0000
	133.48	1175.90	1174.50000	1174.50000	1177.90000				3.01	0.3500
	133.50	1176.10	1174.70000	1174.70000	1178.10000				3.21	0.8100
	133.52	1176.20	1174.90000	1174.90000	1178.30000				3.13	0.9200
	133.56	1176.50	1175.30000	1175.30000	1178.70000				3.10	0.9600
	133.58	1176.70	1175.50000	1175.50000	1178.90000				3.15	0.8700
	133.62	1177.00	1175.80000	1175.90000	1179.20000				3.04	0.7700
	133.64	1177.10	1176.00000	1176.00000	1179.40000				3.14	0.6200
	133.66	1177.30	1176.20000	1176.20000	1179.60000				3.09	0.9600
	133.68	1177.40	1176.40000	1176.40000	1179.80000				3.09	0.6700
	133.70	1177.60	1176.60000	1176.60000	1180.00000				3.04	0.8600
	133.72	1177.70	1176.80000	1176.80000	1180.20000				3.21	0.8200
	133.74	1177.90	1177.00000	1177.00000	1180.30000				3.19	0.9500
	133.76	1178.00	1177.20000	1177.20000	1180.50000				3.25	0.9600
	133.78	1178.20	1177.40000	1177.40000	1180.70000				3.02	0.8500
	133.80	1178.30	1177.60000	1177.60000	1180.90000				3.02	0.5100
	133.82	1178.50	1177.80000	1177.80000	1181.10000				3.04	0.4400
	133.84	1178.70	1178.00000	1178.00000	1181.30000				3.11	0.7100
	133.86	1178.80	1178.20000	1178.20000	1181.40000				3.11	0.9200
	133.88	1179.00	1178.30000	1178.40000	1181.60000				3.05	0.9800
	133.90	1179.10	1178.60000	1178.50000	1181.80000				3.04	0.8400
	133.92	1179.30	1178.70000	1178.70000	1182.00000				3.02	0.7600
	133.94	1179.40	1178.90000	1178.90000	1182.20000				2.98	0.5700
	133.96	1179.60	1179.10000	1179.10000	1182.40000				2.95	0.3000
	133.98	1179.70	1179.30000	1179.30000	1182.50000				2.92	0.3600
	134.00	1179.90	1179.50000	1179.50000	1182.70000				3.17	0.9700
	134.02	1180.00	1179.70000	1179.70000	1182.90000				3.19	0.7900
	134.04	1180.20	1179.90000	1179.90000	1183.10000				3.09	0.9500
	134.06	1180.30	1180.10000	1180.10000	1183.30000				3.03	0.9300
	134.08	1180.50	1180.30000	1180.30000	1183.50000				3.12	0.9300
	134.10	1180.60	1180.50000	1180.50000	1183.70000				3.24	0.9800
	134.12	1180.80	1180.70000	1180.70000	1183.80000				3.01	0.8400
	134.14	1180.90	1180.80000	1180.90000	1184.00000				2.88	0.4800
	134.16	1181.10	1181.10000	1181.00000	1184.20000				3.10	0.8900
	134.18	1181.20	1181.20000	1181.20000	1184.40000				3.19	0.9800
	134.20	1181.40	1181.40000	1181.40000	1184.60000				3.23	0.5300
	134.22	1181.50	1181.60000	1181.60000	1184.80000				3.29	0.5100
	134.24	1181.70	1181.80000	1181.80000	1184.90000				3.32	0.4200
	134.26	1181.80	1182.00000	1182.00000	1185.10000				3.17	0.8500
	134.28	1182.00	1182.20000	1182.20000	1185.30000				3.06	0.8800
	134.30	1182.10	1182.40000	1182.40000	1185.50000				3.15	0.8600
	134.32	1182.30	1182.60000	1182.60000	1185.70000				3.32	0.5700
	134.34	1182.40	1182.80000	1182.80000	1185.90000				3.24	0.3900
	134.36	1182.60	1183.00000	1183.00000	1186.00000				3.01	0.8500
	134.38	1182.70	1183.20000	1183.20000	1186.20000				3.09	0.9700
	134.40	1182.90	1183.40000	1183.40000	1186.40000				3.10	0.6700
	134.42	1183.00	1183.60000	1183.50000	1186.60000				3.10	1.0100
	134.44	1183.20	1183.70000	1183.70000	1186.90000				3.12	0.8300
	134.46	1183.30	1183.90000	1183.90000	1187.20000				3.01	0.8000
	134.48	1183.50	1184.10000	1184.10000	1187.40000				3.10	0.8000
	134.50	1183.60	1184.30000	1184.30000	1187.70000				3.11	0.8800
	134.52	1183.80	1184.50000	1184.50000	1188.00000				3.18	0.6800
	134.54	1183.90	1184.70000	1184.70000	1188.30000				3.20	0.7800
	134.56	1184.10	1184.90000	1184.90000	1188.60000				3.04	0.9400
	134.60	1184.60	1185.30000	1185.30000	1189.10000				3.09	0.9300
	134.62	1184.90	1185.50000	1185.50000	1189.40000				3.01	0.7500
	134.64	1185.20	1185.70000	1185.70000	1189.70000				3.16	0.8600
	134.66	1185.50	1185.90000	1185.90000	1190.00000				3.02	0.6900
	134.68	1185.90	1186.10000	1186.00000	1190.30000				3.04	0.9100
	134.70	1186.20	1186.20000	1186.20000	1190.60000				3.16	0.5900
	134.72	1186.50	1186.40000	1186.40000	1190.80000				3.07	0.7800
	134.74	1186.80	1186.60000	1186.60000	1191.10000				3.07	0.7300
	134.76	1187.10	1186.80000	1186.80000	1191.40000				3.20	0.8000
	134.78	1187.50	1187.00000	1187.00000	1191.70000				3.15	0.7100
	134.80	1187.80	1187.20000	1187.20000	1192.00000				3.00	0.6600
	134.82	1188.10	1187.40000	1187.40000	1192.30000				3.23	0.7700
	134.84	1188.40	1187.60000	1187.60000	1192.50000				3.26	0.6300
	134.86	1188.80	1187.80000	1187.80000	1192.80000				3.15	0.4400
	134.88	1189.10	1188.00000	1188.00000	1193.10000				3.28	0.7200
	134.90	1189.40	1188.20000	1188.20000	1193.40000				3.30	0.6800
	134.92	1189.70	1188.40000	1188.40000	1193.70000				3.40	0.0000
	134.94	1190.00	1188.60000	1188.50000	1193.90000				3.27	0.1600
	134.96	1190.40	1188.70000	1188.70000	1194.20000				3.24	0.5500
	134.98	1190.70	1188.90000	1188.90000	1194.50000				3.21	0.8600
	135.00	1191.00	1189.10000	1189.10000	1194.80000				3.32	0.2300
	135.02	1191.30	1189.30000	1189.30000	1195.10000				3.41	0.6300
	135.04	1191.60	1189.50000	1189.50000	1195.40000				3.22	0.0400
	135.06	1192.00	1189.70000	1189.70000	1195.60000				3.29	0.2000
	135.08	1192.30	1189.90000	1189.90000	1195.90000				3.56	0.1500
	135.10	1192.60	1190.00000	1190.00000	1196.20000				3.48	0.4400
	135.12	1192.90	1190.20000	1190.20000	1196.50000				3.64	0.3000
	135.14	1193.30	1190.30000	1190.30000	1196.80000				3.66	0.1000
	135.16	1193.60	1190.50000	1190.50000	1197.10000				4.07	0.5500
	135.18	1193.90	1190.70000	1190.60000	1197.30000				3.80	0.5800
	135.20	1194.20	1190.80000	1190.80000	1197.60000				3.65	0.3600
	135.22	1194.50	1190.90000	1190.90000	1197.90000				3.59	0.2600
	135.24	1194.90	1191.10000	1191.10000	1198.20000				3.80	0.6700
	135.26	1195.20	1191.30000	1191.20000	1198.50000				3.99	0.2200
	135.28	1195.50	1191.40000	1191.40000	1198.80000				3.82	0.2700
	135.30	1195.80	1191.60000	1191.50000	1199.00000				3.79	0.5500
	135.32	1196.10	1191.70000	1191.70000	1199.30000				3.77	0.3600
	135.34	1196.50	1191.90000	1191.80000	1199.60000				3.72	0.3700
	135.36	1196.80	1192.00000	1192.00000	1199.90000				3.81	0.4400
	135.38	1197.10	1192.20000	1192.10000	1200.20000				3.70	0.5000
	135.40	1197.40	1192.30000	1192.30000	1200.50000				3.74	0.2600
	135.42	1197.70	1192.50000	1192.40000	1200.70000				3.71	0.3100
	135.44	1198.10	1192.70000	1192.60000	1201.00000				3.85	0.5500
	135.46	1198.40	1192.80000	1192.70000	1201.30000				3.86	0.4500
	135.48	1198.70	1192.90000	1192.90000	1201.60000				3.85	0.4200
	135.50	1199.00	1193.10000	1193.00000	1201.90000				3.82	0.4200
	135.52	1199.40	1193.30000	1193.20000	1202.10000				3.89	0.5700
	135.54	1199.70	1193.40000	1193.40000	1202.40000				3.87	0.5300
	135.56	1200.00	1193.60000	1193.50000	1202.70000				3.97	0.5600
	135.58	1200.30	1193.70000	1193.70000	1203.00000				3.80	0.3700
	135.60	1200.60	1193.90000	1193.80000	1203.30000				3.73	0.3400
	135.62	1201.00	1194.00000	1194.00000	1203.60000				3.77	0.2700
	135.64	1201.30	1194.20000	1194.10000	1203.80000				3.87	0.4000
	135.66	1201.60	1194.30000	1194.30000	1204.10000				3.78	0.3200
	135.68	1201.90	1194.50000	1194.40000	1204.40000				3.79	0.3700
	135.70	1202.20	1194.70000	1194.60000	1204.70000				3.99	0.3100
	135.72	1202.60	1194.80000	1194.70000	1205.00000				3.95	0.3500
	135.74	1202.90	1195.00000	1194.90000	1205.30000				4.17	0.5100
	135.76	1203.20	1195.10000	1195.00000	1205.50000				4.01	0.2800
	135.78	1203.50	1195.30000	1195.20000	1205.80000				3.74	0.3100
	135.80	1203.90	1195.40000	1195.30000	1206.10000				3.88	0.1500
	135.82	1204.20	1195.60000	1195.50000	1206.40000				3.91	0.2200
	135.86	1204.80	1195.90000	1195.80000	1207.00000				3.94	0.2300
	135.88	1205.10	1196.00000	1195.90000	1207.20000				3.98	0.5300
	135.90	1205.50	1196.20000	1196.10000	1207.50000				3.93	0.5000
	135.92	1205.80	1196.30000	1196.20000	1207.80000				4.05	0.1600
	135.94	1206.10	1196.50000	1196.40000	1208.10000				3.97	0.2700
	135.96	1206.40	1196.70000	1196.50000	1208.40000				4.01	0.2600
	135.98	1206.70	1196.80000	1196.70000	1208.60000				4.09	0.3700
	136.00	1207.10	1197.00000	1196.80000	1208.90000				4.19	0.5900
	136.02	1207.40	1197.10000	1197.00000	1209.20000				4.07	0.5700
	136.04	1207.70	1197.30000	1197.10000	1209.50000				4.00	0.6000
	136.06	1208.00	1197.40000	1197.30000	1209.80000				3.95	0.6400
	136.10	1208.70	1197.70000	1197.60000	1210.30000				4.11	0.5900
	136.12	1209.00	1197.90000	1197.70000	1210.60000				3.87	0.6300
	136.14	1209.30	1198.00000	1197.90000	1210.90000				3.89	0.7100
	136.16	1209.60	1198.20000	1198.00000	1211.20000				4.03	0.5500
	136.18	1210.00	1198.30000	1198.20000	1211.50000				3.93	0.7200
	136.20	1210.30	1198.50000	1198.30000	1211.80000				3.87	0.6100
	136.22	1210.60	1198.70000	1198.50000	1212.00000				3.92	0.5200
	136.24	1210.90	1198.80000	1198.60000	1212.30000				4.02	0.5400
	136.26	1211.20	1199.00000	1198.80000	1212.60000				4.12	0.5700
	136.28	1211.60	1199.10000	1198.90000	1212.90000				3.85	0.2900
	136.30	1211.90	1199.30000	1199.10000	1213.20000				3.94	0.4800
	136.32	1212.20	1199.40000	1199.20000	1213.50000				3.99	0.5200
	136.34	1212.50	1199.60000	1199.40000	1213.70000				4.00	0.5700
	136.36	1212.90	1199.70000	1199.50000	1214.00000				4.04	0.4100
	136.38	1213.20	1199.90000	1199.70000	1214.30000				3.93	0.1000
	136.40	1213.50	1200.00000	1199.80000	1214.60000				4.07	0.4800
	136.42	1213.80	1200.20000	1200.00000	1214.90000				3.92	-0.0200
	136.44	1214.10	1200.30000	1200.20000	1215.20000				4.07	0.5500
	136.46	1214.50	1200.50000	1200.30000	1215.40000				3.96	0.4200
	136.48	1214.80	1200.70000	1200.50000	1215.70000				3.96	0.4000
	136.50	1215.10	1200.80000	1200.60000	1216.00000				4.05	0.4400
	136.52	1215.40	1201.00000	1200.80000	1216.30000				3.96	0.4700
	136.54	1215.70	1201.10000	1200.90000	1216.60000				4.07	0.4000
	136.56	1216.10	1201.30000	1201.10000	1216.80000				3.88	0.3700
	136.58	1216.40	1201.40000	1201.20000	1217.10000				3.90	0.5800
	136.60	1216.70	1201.60000	1201.40000	1217.40000				4.07	0.3400
	136.62	1217.00	1201.70000	1201.60000	1217.70000				4.05	0.2600
	136.64	1217.40	1201.90000	1201.70000	1218.00000				4.02	0.3700
	136.67	1217.80	1202.10000	1201.90000	1218.40000				3.91	0.2900
	136.69	1218.20	1202.30000	1202.10000	1218.70000				3.91	0.2900
	136.73	1218.80	1202.60000	1202.40000	1219.20000				3.93	0.1600
	136.79	1219.80	1203.00000	1202.90000	1220.10000				4.05	0.5000
	136.81	1220.10	1203.20000	1203.00000	1220.40000				4.04	0.3700
	136.83	1220.40	1203.30000	1203.20000	1220.70000				4.10	0.2900
	136.85	1220.70	1203.50000	1203.30000	1220.90000				3.80	0.2400
	136.87	1221.10	1203.70000	1203.50000	1221.20000				3.86	0.3400
	136.89	1221.40	1203.80000	1203.70000	1221.50000				4.17	0.3600
	136.91	1221.70	1204.00000	1203.80000	1221.80000				4.13	0.1400
	136.93	1222.00	1204.10000	1204.00000	1222.10000				4.06	0.1900
	136.95	1222.30	1204.30000	1204.10000	1222.40000				3.97	0.3300
	136.97	1222.60	1204.40000	1204.30000	1222.60000				4.00	0.1900
	136.99	1222.70	1204.60000	1204.40000	1222.70000				4.11	0.3200
	137.01	1222.80	1204.70000	1204.60000	1222.80000				4.00	0.0000
	137.03	1222.90	1204.90000	1204.70000	1222.90000				4.00	0.1500
	137.05	1223.00	1205.00000	1204.90000	1223.10000				4.11	0.3600
	137.07	1223.10	1205.20000	1205.10000	1223.20000				4.07	0.3100
	137.09	1223.20	1205.30000	1205.20000	1223.30000				4.03	0.3400
	137.11	1223.30	1205.50000	1205.40000	1223.40000				4.05	0.4300
	137.13	1223.40	1205.70000	1205.50000	1223.60000				4.00	0.4400
	137.15	1223.50	1205.80000	1205.70000	1223.70000				3.81	0.3200
	137.17	1223.60	1206.00000	1205.80000	1223.80000				3.87	0.4100
	137.19	1223.70	1206.10000	1206.00000	1223.90000				3.93	0.2700
	137.23	1223.90	1206.40000	1206.30000	1224.20000				3.79	0.2800
	137.25	1224.00	1206.60000	1206.50000	1224.30000				3.81	0.3400
	137.28	1224.20	1206.80000	1206.70000	1224.50000				3.92	0.4200
	137.30	1224.30	1206.90000	1206.80000	1224.60000				3.89	-0.0800
	137.32	1224.40	1207.10000	1207.00000	1224.80000				3.97	0.4200
	137.36	1224.60	1207.40000	1207.30000	1225.00000				3.87	0.3500
	137.38	1224.70	1207.60000	1207.50000	1225.10000				4.06	0.2600
	137.41	1224.80	1207.80000	1207.70000	1225.30000				4.02	0.3800
	137.43	1224.90	1207.90000	1207.90000	1225.50000				3.86	0.1700
	137.45	1225.00	1208.10000	1208.00000	1225.60000				3.71	0.2500
	137.47	1225.10	1208.30000	1208.20000	1225.70000				3.84	0.5000
	137.49	1225.20	1208.40000	1208.30000	1225.80000				3.58	0.0300
	137.51	1225.30	1208.60000	1208.50000	1226.00000				3.81	0.2300
	137.54	1225.50	1208.80000	1208.70000	1226.10000				3.76	0.1100
	137.56	1225.60	1208.90000	1208.90000	1226.30000				3.67	-0.0400
	137.58	1225.70	1209.10000	1209.00000	1226.40000				3.65	0.1200
	137.60	1225.80	1209.30000	1209.20000	1226.50000				3.65	0.2900
	137.62	1225.90	1209.40000	1209.30000	1226.70000				3.71	0.4500
	137.65	1226.10	1209.60000	1209.60000	1226.80000				3.54	0.0500
	137.67	1226.20	1209.80000	1209.70000	1227.00000				3.61	0.4300
	137.69	1226.30	1209.90000	1209.90000	1227.10000				3.51	0.5900
	137.71	1226.40	1210.10000	1210.00000	1227.20000				3.72	0.4200
	137.73	1226.50	1210.30000	1210.20000	1227.30000				3.48	0.4600
	137.75	1226.60	1210.40000	1210.30000	1227.50000				3.51	0.2900
	137.78	1226.70	1210.60000	1210.60000	1227.70000				3.52	0.4600
	137.80	1226.80	1210.80000	1210.70000	1227.80000				3.46	0.4400
	137.82	1226.90	1210.90000	1210.90000	1227.90000				3.43	0.3900
	137.88	1227.30	1211.40000	1211.40000	1228.30000				3.44	0.4700
	137.91	1227.40	1211.60000	1211.60000	1228.50000				3.35	0.6000
	137.93	1227.50	1211.80000	1211.70000	1228.60000				3.44	0.4200
	137.95	1227.60	1211.90000	1211.90000	1228.70000				3.27	0.5700
	137.99	1227.80	1212.30000	1212.20000	1229.00000				3.39	0.5400
	138.08	1228.30	1212.90000	1212.90000	1229.50000				3.52	-0.4500
	138.12	1228.50	1213.30000	1213.20000	1229.80000				3.49	0.5000
	138.14	1228.60	1213.40000	1213.40000	1229.90000				3.54	0.2100
	138.16	1228.70	1213.60000	1213.50000	1230.00000				3.46	0.4100
	138.18	1228.80	1213.70000	1213.70000	1230.20000				3.49	0.7200
	138.20	1228.90	1213.90000	1213.80000	1230.30000				3.66	0.3600
	138.22	1229.00	1214.00000	1214.00000	1230.40000				3.55	0.2200
	138.22	1229.00	1214.00000	1214.00000	1230.40000				3.45	0.2800
	138.24	1229.10	1214.20000	1214.20000	1230.50000				3.30	0.6400
	138.26	1229.20	1214.30000	1214.30000	1230.70000				3.45	0.6100
	138.28	1229.30	1214.50000	1214.50000	1230.80000				3.56	0.4500
	138.28	1229.30	1214.50000	1214.50000	1230.80000				3.56	0.5400
	138.29	1229.40	1214.60000	1214.50000	1230.90000				3.17	0.4000
	138.30	1229.40	1214.70000	1214.60000	1230.90000				3.33	0.4900
	138.32	1229.50	1214.80000	1214.80000	1231.10000				3.44	0.4400
	138.34	1229.60	1215.00000	1214.90000	1231.20000				3.35	0.4300
	138.36	1229.70	1215.10000	1215.10000	1231.30000				3.12	0.4000
	138.38	1229.80	1215.30000	1215.20000	1231.40000				3.20	-0.0700
	138.39	1229.90	1215.40000	1215.30000	1231.50000				3.39	0.3100
	138.40	1229.90	1215.40000	1215.40000	1231.60000				3.50	0.6600
	138.41	1230.00	1215.50000	1215.50000	1231.60000				3.48	0.5900
	138.42	1230.00	1215.60000	1215.60000	1231.70000				3.23	-0.1100
	138.42	1230.00	1215.60000	1215.60000	1231.70000				3.64	0.1700
	138.45	1230.20	1215.80000	1215.80000	1231.90000				3.44	0.5600
	138.46	1230.30	1215.90000	1215.90000	1231.90000				3.52	0.5900
	138.47	1230.30	1215.90000	1215.90000	1232.00000				3.29	0.6300
	138.48	1230.40	1216.00000	1216.00000	1232.10000				3.49	0.7600
	138.48	1230.40	1216.00000	1216.00000	1232.10000				3.29	0.5900
	138.49	1230.40	1216.10000	1216.10000	1232.10000				3.43	0.7700
	138.50	1230.50	1216.20000	1216.20000	1232.20000				3.34	0.8100
	138.50	1230.50	1216.20000	1216.20000	1232.20000				3.43	0.6700
	138.52	1230.60	1216.30000	1216.30000	1232.30000				3.55	0.8600
	138.52	1230.60	1216.30000	1216.30000	1232.30000				3.31	0.7600
	138.53	1230.60	1216.40000	1216.40000	1232.40000				3.46	0.5600
	138.54	1230.70	1216.50000	1216.50000	1232.40000				3.31	0.8500
	138.54	1230.70	1216.50000	1216.50000	1232.40000				3.30	0.8200
	138.56	1230.80	1216.70000	1216.60000	1232.60000				3.17	0.8300
	138.57	1230.80	1216.70000	1216.70000	1232.60000				3.20	0.6500
	138.58	1230.90	1216.80000	1216.80000	1232.70000				3.49	0.2900
	138.58	1230.90	1216.80000	1216.80000	1232.70000				3.40	0.5200
	138.60	1231.00	1217.00000	1217.00000	1232.80000				2.91	0.4600
	138.60	1231.00	1217.00000	1217.00000	1232.80000				3.02	0.0100
	138.62	1231.10	1217.10000	1217.10000	1232.90000				2.97	0.1800
	138.62	1231.10	1217.10000	1217.10000	1232.90000				3.45	0.0800
	138.63	1231.10	1217.20000	1217.20000	1233.00000				3.23	0.1600
	138.64	1231.20	1217.30000	1217.30000	1233.10000				2.95	0.1600
	138.66	1231.30	1217.40000	1217.40000	1233.20000				2.96	0.2800
	138.68	1231.40	1217.60000	1217.60000	1233.30000				3.34	0.6200
	138.69	1231.40	1217.80000	1217.70000	1233.40000				3.21	0.6700
	138.71	1231.50	1218.00000	1218.00000	1233.50000				3.36	0.7800
	138.73	1231.60	1218.20000	1218.20000	1233.60000				3.38	0.8100
	138.75	1231.80	1218.40000	1218.40000	1233.80000				3.38	0.6900
	138.77	1231.90	1218.60000	1218.70000	1233.90000				3.42	0.7200
	138.79	1232.00	1218.80000	1218.90000	1234.00000				3.28	0.7800
	138.80	1232.00	1219.00000	1219.00000	1234.10000				3.33	0.8600
	138.82	1232.10	1219.20000	1219.30000	1234.20000				3.20	0.7900
	138.84	1232.20	1219.40000	1219.50000	1234.30000				3.32	0.8100
	138.85	1232.30	1219.50000	1219.60000	1234.40000				3.17	0.8900
	138.86	1232.30	1219.60000	1219.70000	1234.40000				3.26	0.8500
	138.87	1232.40	1219.70000	1219.80000	1234.50000				3.22	0.7400
	138.88	1232.40	1219.80000	1220.00000	1234.60000				3.25	0.7100
	138.89	1232.50	1220.00000	1220.10000	1234.60000				3.23	0.8700
	138.91	1232.60	1220.10000	1220.30000	1234.80000				3.16	0.9500
