/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): XRF Ca/Ti and Zr/Sr ratios for sediment core MD01-2444. PANGAEA, https://doi.org/10.1594/PANGAEA.951398, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	LATITUDE: 37.565000 * LONGITUDE: -10.134000
	MINIMUM DEPTH, sediment/rock: 0.180 m * MAXIMUM DEPTH, sediment/rock: 26.907 m
Event(s):	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	Calcium/Titanium ratio (Ca/Ti) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
	Zirconium/Strontium ratio (Zr/Sr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	31782 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	Ca/Ti (X-ray fluorescence Avaatech c...)	Zr/Sr (X-ray fluorescence Avaatech c...)
25.272	26.20	169.88	168.11000	171.80000	179.68000	168.69000	170.49000		38.908	0.18663
25.275	26.20	169.91	168.13000	171.84000	179.72000	168.72000	170.52000		35.405	0.21103
25.278	26.21	169.93	168.16000	171.87000	179.76000	168.75000	170.55000		35.597	0.19616
25.280	26.21	169.96	168.19000	171.90000	179.80000	168.77000	170.57000		35.603	0.19527
25.282	26.21	169.99	168.21000	171.93000	179.84000	168.79000	170.59000		37.551	0.18793
25.285	26.22	170.01	168.24000	171.96000	179.88000	168.82000	170.63000		37.294	0.18925
25.288	26.22	170.04	168.27000	171.99000	179.92000	168.85000	170.66000		30.674	0.23854
25.290	26.22	170.06	168.29000	172.01000	179.95000	168.87000	170.68000		27.601	0.26179
25.292	26.23	170.08	168.31000	172.04000	179.99000	168.89000	170.70000		27.771	0.24501
25.295	26.23	170.11	168.34000	172.07000	180.03000	168.92000	170.73000		24.561	0.27699
25.298	26.23	170.13	168.37000	172.10000	180.07000	168.95000	170.75000		25.954	0.26192
25.300	26.23	170.16	168.40000	172.14000	180.11000	168.97000	170.77000		27.119	0.25991
25.302	26.24	170.19	168.42000	172.17000	180.15000	168.99000	170.79000		27.815	0.29111
25.305	26.24	170.21	168.45000	172.20000	180.19000	169.01000	170.82000		20.790	0.33360
25.308	26.24	170.24	168.48000	172.23000	180.24000	169.04000	170.85000		22.715	0.29470
25.310	26.25	170.27	168.51000	172.26000	180.28000	169.06000	170.86000		26.762	0.24822
25.312	26.25	170.28	168.52000	172.28000	180.30000	169.08000	170.88000		27.864	0.25478
25.315	26.25	170.31	168.55000	172.31000	180.34000	169.11000	170.91000		28.593	0.27041
25.317	26.25	170.34	168.58000	172.34000	180.39000	169.13000	170.93000		26.574	0.25295
25.320	26.26	170.36	168.61000	172.37000	180.43000	169.16000	170.96000		28.526	0.21533
25.323	26.26	170.39	168.63000	172.40000	180.47000	169.19000	170.98000		29.057	0.21050
25.325	26.26	170.42	168.66000	172.44000	180.51000	169.21000	171.00000		26.849	0.27070
25.327	26.27	170.45	168.69000	172.47000	180.55000	169.23000	171.02000		23.454	0.35104
25.330	26.27	170.48	168.72000	172.50000	180.59000	169.26000	171.05000		21.813	0.35356
25.333	26.27	170.51	168.74000	172.53000	180.63000	169.29000	171.08000		24.386	0.34434
25.335	26.27	170.53	168.76000	172.55000	180.66000	169.31000	171.09000		20.534	0.34407
25.337	26.28	170.55	168.79000	172.58000	180.70000	169.33000	171.11000		20.748	0.35728
25.340	26.28	170.58	168.82000	172.61000	180.74000	169.36000	171.14000		19.865	0.38947
25.343	26.28	170.61	168.84000	172.64000	180.78000	169.38000	171.17000		21.280	0.28994
25.345	26.29	170.64	168.87000	172.67000	180.82000	169.40000	171.19000		24.579	0.30169
25.347	26.29	170.67	168.90000	172.70000	180.86000	169.42000	171.20000		18.530	0.40079
25.350	26.29	170.70	168.92000	172.74000	180.90000	169.45000	171.23000		18.361	0.38493
25.353	26.30	170.73	168.95000	172.77000	180.94000	169.48000	171.26000		17.954	0.40158
25.355	26.30	170.76	168.98000	172.80000	180.99000	169.50000	171.28000		17.721	0.41909
25.358	26.30	170.78	169.00000	172.82000	181.01000	169.53000	171.30000		18.031	0.41492
25.360	26.30	170.81	169.02000	172.85000	181.05000	169.55000	171.32000		17.813	0.37914
25.362	26.31	170.84	169.05000	172.88000	181.10000	169.57000	171.34000		18.725	0.31860
25.365	26.31	170.86	169.08000	172.91000	181.14000	169.60000	171.37000		18.182	0.37852
25.368	26.31	170.89	169.11000	172.94000	181.18000	169.63000	171.40000		18.512	0.33625
25.370	26.32	170.92	169.13000	172.97000	181.22000	169.66000	171.42000		20.137	0.33895
25.372	26.32	170.95	169.16000	173.01000	181.26000	169.68000	171.43000		18.234	0.37990
25.375	26.32	170.98	169.19000	173.04000	181.30000	169.71000	171.46000		17.966	0.40200
25.378	26.32	171.01	169.22000	173.07000	181.34000	169.74000	171.49000		17.959	0.39544
25.380	26.33	171.03	169.23000	173.09000	181.37000	169.76000	171.51000		17.873	0.40586
25.382	26.33	171.06	169.26000	173.12000	181.41000	169.78000	171.53000		18.071	0.40651
25.385	26.33	171.09	169.29000	173.15000	181.45000	169.82000	171.55000		17.575	0.40956
25.388	26.34	171.12	169.32000	173.18000	181.49000	169.85000	171.58000		17.778	0.42130
25.390	26.34	171.15	169.34000	173.21000	181.53000	169.87000	171.60000		18.063	0.41419
25.392	26.34	171.17	169.37000	173.24000	181.57000	169.89000	171.62000		17.829	0.40373
25.395	26.34	171.20	169.40000	173.27000	181.61000	169.92000	171.64000		18.091	0.41919
25.397	26.35	171.23	169.43000	173.31000	181.65000	169.94000	171.66000		18.014	0.39147
25.400	26.35	171.26	169.45000	173.34000	181.70000	169.97000	171.69000		18.680	0.37515
25.403	26.35	171.28	169.47000	173.36000	181.72000	170.01000	171.72000		18.806	0.41957
25.405	26.36	171.31	169.50000	173.39000	181.76000	170.03000	171.74000		18.816	0.41429
25.407	26.36	171.34	169.53000	173.42000	181.80000	170.05000	171.76000		18.706	0.39447
25.410	26.36	171.37	169.55000	173.45000	181.85000	170.08000	171.78000		18.598	0.40156
25.413	26.36	171.40	169.58000	173.48000	181.89000	170.11000	171.81000		19.828	0.36636
25.415	26.37	171.43	169.61000	173.51000	181.93000	170.13000	171.83000		20.120	0.36714
25.417	26.37	171.46	169.63000	173.54000	181.97000	170.15000	171.85000		20.377	0.36165
25.420	26.37	171.48	169.66000	173.57000	182.01000	170.19000	171.87000		20.966	0.36764
25.423	26.38	171.51	169.69000	173.61000	182.05000	170.22000	171.90000		20.635	0.35499
25.425	26.38	171.53	169.71000	173.63000	182.08000	170.24000	171.92000		21.352	0.33318
25.427	26.38	171.56	169.73000	173.66000	182.12000	170.26000	171.94000		21.851	0.32988
25.430	26.38	171.59	169.76000	173.69000	182.16000	170.29000	171.97000		21.483	0.34035
25.433	26.39	171.62	169.79000	173.72000	182.20000	170.32000	171.99000		22.344	0.31794
25.435	26.39	171.65	169.82000	173.75000	182.24000	170.35000	172.01000		22.737	0.30385
25.438	26.39	171.68	169.84000	173.78000	182.28000	170.38000	172.04000		22.418	0.30497
25.440	26.40	171.71	169.87000	173.81000	182.32000	170.40000	172.06000		23.286	0.29289
25.442	26.40	171.74	169.90000	173.84000	182.36000	170.42000	172.08000		23.080	0.28379
25.445	26.40	171.76	169.93000	173.87000	182.41000	170.45000	172.10000		22.291	0.30345
25.448	26.40	171.78	169.94000	173.90000	182.43000	170.48000	172.13000		22.723	0.31123
25.450	26.41	171.81	169.97000	173.93000	182.47000	170.51000	172.15000		24.475	0.29388
25.452	26.41	171.84	170.00000	173.96000	182.51000	170.53000	172.17000		22.700	0.29385
25.455	26.41	171.87	170.03000	173.99000	182.56000	170.56000	172.20000		22.398	0.31559
25.458	26.42	171.90	170.05000	174.02000	182.60000	170.59000	172.22000		21.852	0.32173
25.460	26.42	171.93	170.08000	174.05000	182.64000	170.61000	172.24000		21.776	0.32150
25.462	26.42	171.96	170.11000	174.08000	182.68000	170.63000	172.26000		20.995	0.32812
25.465	26.43	171.99	170.13000	174.11000	182.72000	170.66000	172.29000		21.765	0.30776
25.468	26.43	172.02	170.16000	174.14000	182.76000	170.70000	172.32000		22.152	0.31870
25.470	26.43	172.04	170.18000	174.16000	182.79000	170.72000	172.33000		21.234	0.33561
25.472	26.43	172.06	170.21000	174.20000	182.83000	170.74000	172.35000		22.250	0.31116
25.475	26.44	172.09	170.23000	174.23000	182.87000	170.77000	172.38000		22.791	0.33022
25.478	26.44	172.12	170.26000	174.26000	182.91000	170.80000	172.41000		21.758	0.32326
25.480	26.44	172.15	170.29000	174.29000	182.95000	170.82000	172.43000		19.448	0.34870
25.483	26.45	172.18	170.32000	174.32000	182.99000	170.86000	172.45000		19.495	0.39617
25.485	26.45	172.21	170.34000	174.35000	183.03000	170.88000	172.47000		18.499	0.41037
25.487	26.45	172.24	170.37000	174.38000	183.07000	170.90000	172.49000		18.517	0.36695
25.490	26.45	172.27	170.40000	174.41000	183.11000	170.93000	172.52000		18.717	0.40588
25.493	26.46	172.29	170.42000	174.43000	183.14000	170.96000	172.55000		19.564	0.35616
25.495	26.46	172.32	170.44000	174.46000	183.18000	170.98000	172.56000		18.675	0.36478
25.497	26.46	172.35	170.47000	174.50000	183.22000	171.00000	172.58000		18.134	0.40741
25.500	26.46	172.37	170.50000	174.53000	183.27000	171.04000	172.61000		21.484	0.35256
25.503	26.47	172.40	170.53000	174.56000	183.31000	171.07000	172.64000		25.124	0.25773
25.505	26.47	172.43	170.55000	174.59000	183.35000	171.09000	172.66000		26.525	0.24675
25.507	26.47	172.46	170.58000	174.62000	183.39000	171.11000	172.67000		22.001	0.29766
25.503	26.47	172.40	170.53000	174.56000	183.31000	171.07000	172.64000		22.441	0.27437
25.505	26.47	172.43	170.55000	174.59000	183.35000	171.09000	172.66000		22.302	0.28908
25.507	26.47	172.46	170.58000	174.62000	183.39000	171.11000	172.67000		21.915	0.29833
25.510	26.48	172.49	170.61000	174.65000	183.43000	171.14000	172.70000		22.028	0.28975
25.513	26.48	172.52	170.64000	174.68000	183.47000	171.17000	172.73000		21.533	0.33445
25.515	26.48	172.54	170.65000	174.70000	183.50000	171.19000	172.75000		20.590	0.34631
25.517	26.48	172.57	170.68000	174.73000	183.54000	171.22000	172.77000		20.700	0.34956
25.520	26.49	172.60	170.71000	174.76000	183.58000	171.25000	172.79000		21.645	0.35581
25.522	26.49	172.63	170.74000	174.80000	183.62000	171.27000	172.81000		20.874	0.34406
25.525	26.49	172.66	170.76000	174.83000	183.66000	171.30000	172.84000		22.911	0.32181
25.528	26.50	172.68	170.79000	174.86000	183.70000	171.33000	172.87000		24.497	0.27419
25.530	26.50	172.71	170.82000	174.89000	183.74000	171.35000	172.89000		24.272	0.27238
25.532	26.50	172.74	170.84000	174.92000	183.78000	171.38000	172.90000		24.473	0.27354
25.535	26.51	172.77	170.87000	174.95000	183.82000	171.41000	172.93000		24.355	0.27482
25.538	26.51	172.79	170.89000	174.97000	183.85000	171.44000	172.96000		26.389	0.24894
25.540	26.51	172.82	170.92000	175.00000	183.89000	171.46000	172.98000		26.491	0.25571
25.542	26.51	172.85	170.94000	175.03000	183.93000	171.48000	173.00000		26.018	0.24584
25.545	26.52	172.88	170.97000	175.07000	183.97000	171.51000	173.02000		26.363	0.25996
25.548	26.52	172.91	171.00000	175.10000	184.02000	171.54000	173.05000		24.985	0.26304
25.550	26.52	172.94	171.03000	175.13000	184.06000	171.57000	173.07000		25.328	0.24464
25.552	26.53	172.97	171.05000	175.16000	184.10000	171.59000	173.09000		25.455	0.25597
25.555	26.53	172.99	171.08000	175.19000	184.14000	171.62000	173.11000		25.410	0.27872
25.558	26.53	173.02	171.11000	175.22000	184.18000	171.65000	173.14000		24.062	0.27714
25.560	26.53	173.04	171.13000	175.24000	184.21000	171.67000	173.16000		24.601	0.25705
25.562	26.54	173.07	171.15000	175.27000	184.25000	171.69000	173.18000		25.875	0.23751
25.565	26.54	173.10	171.18000	175.30000	184.29000	171.73000	173.21000		25.112	0.27254
25.567	26.54	173.13	171.21000	175.33000	184.33000	171.75000	173.23000		23.031	0.30191
25.570	26.55	173.16	171.24000	175.37000	184.37000	171.78000	173.25000		23.638	0.27669
25.573	26.55	173.19	171.26000	175.40000	184.41000	171.81000	173.28000		22.904	0.26482
25.575	26.55	173.22	171.29000	175.43000	184.45000	171.83000	173.30000		24.148	0.28599
25.577	26.55	173.25	171.32000	175.46000	184.49000	171.85000	173.32000		24.840	0.24780
25.580	26.56	173.28	171.35000	175.49000	184.53000	171.88000	173.34000		26.627	0.24528
25.583	26.56	173.29	171.36000	175.51000	184.56000	171.92000	173.37000		26.252	0.25999
25.585	26.56	173.32	171.39000	175.54000	184.60000	171.94000	173.39000		29.221	0.22002
25.587	26.57	173.35	171.42000	175.57000	184.64000	171.96000	173.41000		28.637	0.22500
25.590	26.57	173.38	171.45000	175.60000	184.68000	171.99000	173.44000		22.249	0.31485
25.593	26.57	173.41	171.47000	175.63000	184.73000	172.02000	173.46000		20.579	0.33876
25.595	26.57	173.44	171.50000	175.67000	184.77000	172.04000	173.48000		21.181	0.28642
25.597	26.58	173.47	171.53000	175.70000	184.81000	172.06000	173.50000		24.258	0.25054
25.600	26.58	173.50	171.55000	175.73000	184.85000	172.10000	173.53000		29.497	0.21970
25.603	26.58	173.53	171.58000	175.76000	184.89000	172.13000	173.56000		31.760	0.19431
25.605	26.59	173.55	171.60000	175.78000	184.92000	172.15000	173.57000		32.057	0.20335
25.608	26.59	173.58	171.63000	175.81000	184.96000	172.18000	173.60000		31.177	0.23328
25.610	26.59	173.60	171.65000	175.84000	185.00000	172.20000	173.62000		26.475	0.25636
25.612	26.59	173.63	171.68000	175.87000	185.04000	172.22000	173.64000		26.158	0.25001
25.615	26.60	173.66	171.71000	175.90000	185.08000	172.26000	173.67000		24.717	0.24575
25.618	26.60	173.69	171.74000	175.93000	185.12000	172.29000	173.69000		25.353	0.24735
25.620	26.60	173.72	171.76000	175.97000	185.16000	172.31000	173.71000		27.984	0.22604
25.622	26.61	173.75	171.79000	176.00000	185.20000	172.33000	173.73000		29.115	0.23135
25.625	26.61	173.78	171.82000	176.03000	185.24000	172.36000	173.76000		28.859	0.24138
25.628	26.61	173.80	171.84000	176.05000	185.27000	172.39000	173.79000		29.990	0.22002
25.630	26.61	173.83	171.86000	176.08000	185.31000	172.41000	173.80000		29.826	0.21837
25.632	26.62	173.86	171.89000	176.11000	185.35000	172.44000	173.82000		29.167	0.21913
25.635	26.62	173.89	171.92000	176.14000	185.39000	172.47000	173.85000		28.535	0.23166
25.638	26.62	173.91	171.95000	176.17000	185.44000	172.50000	173.88000		29.193	0.22791
25.640	26.63	173.94	171.97000	176.20000	185.48000	172.52000	173.90000		29.479	0.22790
25.642	26.63	173.97	172.00000	176.23000	185.52000	172.54000	173.91000		30.404	0.21857
25.645	26.63	174.00	172.03000	176.27000	185.56000	172.57000	173.94000		29.578	0.22648
25.647	26.64	174.03	172.05000	176.30000	185.60000	172.60000	173.96000		31.422	0.21013
25.650	26.64	174.05	172.07000	176.32000	185.63000	172.63000	173.99000		32.248	0.22498
25.653	26.64	174.08	172.10000	176.35000	185.67000	172.66000	174.02000		33.229	0.20848
25.655	26.64	174.11	172.13000	176.38000	185.71000	172.68000	174.03000		34.038	0.20121
25.657	26.65	174.14	172.16000	176.41000	185.75000	172.70000	174.05000		32.514	0.22878
25.660	26.65	174.17	172.18000	176.44000	185.79000	172.73000	174.08000		28.779	0.23804
25.663	26.65	174.19	172.21000	176.47000	185.80000	172.77000	174.11000		29.821	0.21737
25.665	26.66	174.21	172.23000	176.49000	185.81000	172.79000	174.13000		28.566	0.23178
25.667	26.66	174.24	172.26000	176.52000	185.83000	172.81000	174.14000		29.421	0.23341
25.670	26.66	174.27	172.28000	176.56000	185.84000	172.84000	174.17000		28.977	0.21995
25.673	26.66	174.29	172.30000	176.58000	185.85000	172.87000	174.20000		28.519	0.22876
25.675	26.67	174.32	172.33000	176.61000	185.86000	172.89000	174.22000		30.190	0.24140
25.677	26.67	174.35	172.36000	176.64000	185.88000	172.91000	174.24000		28.544	0.19757
25.680	26.67	174.38	172.38000	176.67000	185.89000	172.95000	174.26000		30.350	0.19593
25.683	26.67	174.40	172.40000	176.69000	185.90000	172.98000	174.29000		27.008	0.22239
25.685	26.68	174.43	172.43000	176.72000	185.92000	173.00000	174.31000		29.016	0.23574
25.687	26.68	174.46	172.46000	176.75000	185.93000	173.02000	174.33000		28.775	0.22283
25.690	26.68	174.48	172.47000	176.77000	185.94000	173.05000	174.36000		34.874	0.19060
25.692	26.68	174.50	172.50000	176.80000	185.95000	173.07000	174.37000		35.128	0.19266
25.695	26.69	174.53	172.53000	176.84000	185.97000	173.10000	174.40000		36.340	0.18336
25.698	26.69	174.55	172.55000	176.86000	185.98000	173.14000	174.43000		30.963	0.22456
25.700	26.69	174.58	172.57000	176.89000	185.99000	173.16000	174.45000		25.358	0.27395
25.702	26.70	174.61	172.60000	176.92000	186.00000	173.18000	174.47000		23.924	0.28997
25.705	26.70	174.64	172.63000	176.95000	186.02000	173.21000	174.49000		23.478	0.27099
25.708	26.70	174.66	172.65000	176.97000	186.03000	173.24000	174.52000		23.125	0.29323
25.710	26.70	174.71	172.67000	177.00000	186.04000	173.26000	174.55000		22.394	0.28876
25.712	26.71	174.75	172.70000	177.03000	186.05000	173.29000	174.58000		22.250	0.29881
25.715	26.71	174.78	172.72000	177.05000	186.06000	173.32000	174.64000		22.626	0.30745
25.718	26.71	174.82	172.75000	177.08000	186.08000	173.35000	174.69000		23.384	0.30413
25.720	26.71	174.87	172.77000	177.11000	186.09000	173.37000	174.73000		23.277	0.29064
25.722	26.72	174.90	172.79000	177.14000	186.10000	173.40000	174.76000		23.535	0.29691
25.725	26.72	174.94	172.82000	177.17000	186.11000	173.46000	174.82000		25.749	0.27031
25.728	26.72	174.98	172.85000	177.20000	186.13000	173.51000	174.87000		30.062	0.21375
25.730	26.73	175.03	172.87000	177.23000	186.14000	173.54000	174.91000		30.412	0.20727
25.733	26.73	175.06	172.89000	177.25000	186.15000	173.59000	174.96000		25.856	0.23896
25.735	26.73	175.10	172.92000	177.28000	186.17000	173.63000	175.00000		24.999	0.28867
25.737	26.73	175.14	172.95000	177.31000	186.18000	173.66000	175.04000		23.229	0.27336
25.740	26.74	175.17	172.96000	177.33000	186.19000	173.71000	175.09000		24.478	0.28831
25.743	26.74	175.22	172.99000	177.36000	186.20000	173.76000	175.14000		22.389	0.31160
25.745	26.74	175.26	173.02000	177.39000	186.22000	173.80000	175.18000		23.274	0.29958
25.747	26.74	175.29	173.04000	177.41000	186.23000	173.83000	175.22000		22.938	0.30053
25.750	26.75	175.33	173.07000	177.45000	186.24000	173.88000	175.27000		24.443	0.29215
25.753	26.75	175.37	173.09000	177.48000	186.25000	173.93000	175.32000		25.444	0.27196
25.755	26.75	175.42	173.12000	177.51000	186.27000	173.97000	175.36000		25.439	0.29285
25.757	26.75	175.45	173.14000	177.53000	186.28000	174.00000	175.40000		23.175	0.28744
25.760	26.76	175.49	173.17000	177.56000	186.29000	174.05000	175.45000		22.391	0.27938
25.763	26.76	175.53	173.19000	177.59000	186.30000	174.10000	175.50000		22.771	0.28759
25.765	26.76	175.56	173.21000	177.61000	186.31000	174.14000	175.54000		22.919	0.29112
25.767	26.77	175.61	173.24000	177.64000	186.33000	174.17000	175.58000		21.096	0.31185
25.770	26.77	175.65	173.27000	177.67000	186.34000	174.22000	175.63000		22.964	0.29860
25.772	26.77	175.68	173.28000	177.69000	186.35000	174.26000	175.67000		22.414	0.29628
25.775	26.77	175.72	173.31000	177.73000	186.36000	174.31000	175.72000		23.946	0.28051
25.778	26.78	175.77	173.34000	177.76000	186.38000	174.36000	175.77000		24.544	0.26547
25.780	26.78	175.81	173.37000	177.79000	186.39000	174.39000	175.81000		25.465	0.29401
25.782	26.78	175.84	173.38000	177.81000	186.40000	174.43000	175.85000		25.025	0.27382
25.785	26.79	175.88	173.41000	177.84000	186.42000	174.48000	175.90000		24.335	0.27917
25.788	26.79	175.93	173.44000	177.87000	186.43000	174.53000	175.96000		21.882	0.28575
25.825	26.83	176.51	173.80000	178.28000	186.61000	175.16000	176.62000		20.127	0.28086
25.827	26.83	176.55	173.83000	178.32000	186.63000	175.19000	176.66000		20.418	0.29434
25.833	26.84	176.62	173.87000	178.37000	186.65000	175.30000	176.77000		20.197	0.27486
25.835	26.84	176.67	173.90000	178.40000	186.67000	175.33000	176.80000		20.337	0.32936
25.837	26.84	176.71	173.93000	178.43000	186.68000	175.37000	176.84000		19.401	0.31569
25.840	26.84	176.74	173.95000	178.45000	186.69000	175.42000	176.89000		18.879	0.33302
25.843	26.85	176.78	173.97000	178.48000	186.70000	175.47000	176.95000		19.153	0.30766
25.845	26.85	176.83	174.00000	178.51000	186.72000	175.50000	176.98000		17.574	0.34322
25.847	26.85	176.85	174.02000	178.53000	186.73000	175.54000	177.02000		18.599	0.31107
25.850	26.86	176.90	174.05000	178.56000	186.74000	175.59000	177.07000		30.583	0.22810
25.853	26.86	176.94	174.08000	178.59000	186.75000	175.64000	177.13000		30.354	0.23891
25.855	26.86	176.98	174.10000	178.63000	186.77000	175.67000	177.16000		19.452	0.33560
25.858	26.86	177.01	174.12000	178.65000	186.78000	175.72000	177.22000		18.091	0.33642
25.860	26.87	177.06	174.15000	178.68000	186.79000	175.76000	177.25000		18.023	0.33157
25.862	26.87	177.10	174.18000	178.71000	186.80000	175.79000	177.29000		17.840	0.32843
25.865	26.87	177.13	174.19000	178.73000	186.81000	175.84000	177.34000		17.558	0.32053
25.868	26.87	177.17	174.22000	178.76000	186.83000	175.89000	177.40000		17.481	0.35702
25.870	26.88	177.22	174.25000	178.79000	186.84000	175.93000	177.43000		18.555	0.33022
25.872	26.88	177.25	174.27000	178.81000	186.85000	175.96000	177.47000		17.286	0.34698
25.875	26.88	177.29	174.29000	178.84000	186.86000	176.01000	177.52000		18.257	0.31965
25.878	26.89	177.33	174.32000	178.87000	186.88000	176.06000	177.58000		20.472	0.27925
25.880	26.89	177.36	174.34000	178.90000	186.89000	176.10000	177.61000		18.236	0.32278
25.882	26.89	177.40	174.37000	178.93000	186.90000	176.13000	177.65000		17.973	0.33643
25.885	26.89	177.45	174.39000	178.96000	186.92000	176.18000	177.70000		18.684	0.34873
25.888	26.90	177.49	174.42000	178.99000	186.93000	176.24000	177.76000		18.093	0.35057
25.890	26.90	177.52	174.44000	179.01000	186.94000	176.27000	177.80000		16.748	0.34954
25.892	26.90	177.56	174.47000	179.04000	186.95000	176.30000	177.83000		18.310	0.31311
25.895	26.90	177.61	174.49000	179.07000	186.97000	176.35000	177.89000		19.163	0.31759
25.897	26.91	177.64	174.51000	179.09000	186.98000	176.39000	177.92000		17.917	0.31877
25.900	26.91	177.68	174.54000	179.12000	186.99000	176.44000	177.98000		18.274	0.31557
25.903	26.91	177.72	174.57000	179.15000	187.00000	176.49000	178.03000		18.075	0.32102
25.905	26.91	177.75	174.58000	179.17000	187.01000	176.53000	178.07000		17.774	0.31869
25.907	26.92	177.80	174.61000	179.21000	187.03000	176.56000	178.10000		15.547	0.33001
25.910	26.92	177.84	174.64000	179.24000	187.04000	176.61000	178.16000		15.748	0.35599
25.913	26.92	177.88	174.67000	179.27000	187.05000	176.66000	178.21000		17.351	0.34783
25.915	26.93	177.91	174.68000	179.29000	187.06000	176.70000	178.25000		19.331	0.32241
25.917	26.93	177.96	174.71000	179.32000	187.08000	176.73000	178.28000		18.153	0.33166
25.920	26.93	178.00	174.74000	179.35000	187.09000	176.78000	178.34000		17.924	0.33219
