/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): XRF Ca/Ti and Zr/Sr ratios for the spliced stratigraphic section at IODP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951383, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.571402 * MEDIAN LONGITUDE: -10.126045 * SOUTH-BOUND LATITUDE: 37.571307 * WEST-BOUND LONGITUDE: -10.126180 * NORTH-BOUND LATITUDE: 37.571490 * EAST-BOUND LONGITUDE: -10.125932
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM ELEVATION: -2589.0 m * MAXIMUM ELEVATION: -2584.0 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	339-U1385A * LATITUDE: 37.571490 * LONGITUDE: -10.126180 * ELEVATION: -2587.0 m * Recovery: 155.87 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 151.5 m cored; 103 % recovered; 151.5 m penetrated
	339-U1385B * LATITUDE: 37.571487 * LONGITUDE: -10.125935 * ELEVATION: -2587.0 m * Recovery: 150.73 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 16 cores; 146.3 m cored; 103 % recovered; 146.3 m penetrated
	339-U1385D * LATITUDE: 37.571307 * LONGITUDE: -10.125932 * ELEVATION: -2584.0 m * Recovery: 153.95 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 16 cores; 146.4 m cored; 105 % recovered; 146.4 m penetrated
	339-U1385E * LATITUDE: 37.571308 * LONGITUDE: -10.126153 * ELEVATION: -2589.0 m * Recovery: 151.32 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Drilling/drill rig (DRILL) * COMMENT: 17 cores; 148.7 m cored; 102 % recovered; 148.7 m penetrated
Parameter(s):	Event label (Event) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk)
	Sample code/label (Sample label) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	Calcium/Titanium ratio (Ca/Ti) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
	Zirconium/Strontium ratio (Zr/Sr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: X-ray fluorescence Avaatech core scanner (XRF)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	68035 data points
*/
Event	Sample label (DSDP/ODP/IODP sample designation)	Depth corr cr [crmcd]	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Ca/Ti (X-ray fluorescence Avaatech c...)	Zr/Sr (X-ray fluorescence Avaatech c...)
339-U1385D	339-U1385D-15H-2,1240	141.8100	1257.80000	1251.50000	1253.70000	1261.40	30.4710	0.258480
339-U1385D	339-U1385D-15H-2,1250	141.8200	1258.00000	1251.60000	1253.80000	1261.50	30.7060	0.260180
339-U1385D	339-U1385D-15H-2,1250	141.8200	1258.00000	1251.60000	1253.80000	1261.50	30.7060	0.260180
339-U1385D	339-U1385D-15H-2,1250	141.8200	1258.00000	1251.60000	1253.80000	1261.50	30.7060	0.260180
339-U1385D	339-U1385D-15H-2,1260	141.8300	1258.10000	1251.70000	1253.90000	1261.60	30.1590	0.263520
339-U1385D	339-U1385D-15H-2,1270	141.8400	1258.20000	1251.80000	1254.00000	1261.70	29.8670	0.259070
339-U1385D	339-U1385D-15H-2,1280	141.8500	1258.40000	1252.00000	1254.10000	1261.90	29.2240	0.251730
339-U1385D	339-U1385D-15H-2,1290	141.8600	1258.50000	1252.10000	1254.10000	1262.00	31.1940	0.238310
339-U1385D	339-U1385D-15H-2,1300	141.8700	1258.60000	1252.20000	1254.20000	1262.10	29.5780	0.240000
339-U1385D	339-U1385D-15H-2,1310	141.8800	1258.80000	1252.30000	1254.30000	1262.20	26.9430	0.257690
339-U1385D	339-U1385D-15H-2,1320	141.8900	1258.90000	1252.40000	1254.40000	1262.40	27.4870	0.257460
339-U1385D	339-U1385D-15H-2,1330	141.9000	1259.00000	1252.50000	1254.40000	1262.50	25.5040	0.260970
339-U1385D	339-U1385D-15H-2,1340	141.9100	1259.20000	1252.60000	1254.50000	1262.60	26.2740	0.261010
339-U1385D	339-U1385D-15H-2,1350	141.9200	1259.30000	1252.70000	1254.60000	1262.70	26.6580	0.246880
339-U1385D	339-U1385D-15H-2,1360	141.9300	1259.40000	1252.80000	1254.70000	1262.90	24.4120	0.281740
339-U1385D	339-U1385D-15H-2,1370	141.9400	1259.60000	1252.90000	1254.70000	1263.00	26.0700	0.248270
339-U1385D	339-U1385D-15H-2,1380	141.9500	1259.70000	1253.00000	1254.80000	1263.10	22.8230	0.303620
339-U1385D	339-U1385D-15H-2,1390	141.9600	1259.80000	1253.10000	1254.90000	1263.20	21.0550	0.352890
339-U1385D	339-U1385D-15H-2,1400	141.9700	1260.00000	1253.20000	1254.90000	1263.40	19.2080	0.365430
339-U1385D	339-U1385D-15H-2,1410	141.9800	1260.10000	1253.30000	1255.00000	1263.50	17.1730	0.454170
339-U1385D	339-U1385D-15H-2,1420	141.9900	1260.20000	1253.40000	1255.10000	1263.60	17.5520	0.431330
339-U1385D	339-U1385D-15H-2,1430	142.0000	1260.40000	1253.50000	1255.20000	1263.70	17.2100	0.466430
339-U1385D	339-U1385D-15H-2,1440	142.0100	1260.50000	1253.60000	1255.20000	1263.90	17.9330	0.429150
339-U1385D	339-U1385D-15H-2,1450	142.0200	1260.60000	1253.70000	1255.30000	1264.00	19.3630	0.394880
339-U1385D	339-U1385D-15H-2,1460	142.0300	1260.80000	1253.80000	1255.40000	1264.10	19.6880	0.382300
339-U1385D	339-U1385D-15H-2,1470	142.0400	1260.80000	1253.90000	1255.40000	1264.10	19.5770	0.369090
339-U1385D	339-U1385D-15H-2,1480	142.0500	1260.90000	1254.00000	1255.50000	1264.20	20.2830	0.333810
339-U1385D	339-U1385D-15H-2,1490	142.0600	1261.00000	1254.10000	1255.60000	1264.30	21.1860	0.357050
339-U1385D	339-U1385D-15H-2,1500	142.0700	1261.10000	1254.20000	1255.70000	1264.40	23.7860	0.287230
339-U1385D	339-U1385D-15H-2,1500	142.0700	1261.10000	1254.20000	1255.70000	1264.40	23.7860	0.287230
339-U1385D	339-U1385D-15H-2,1500	142.0700	1261.10000	1254.20000	1255.70000	1264.40	23.7860	0.287230
339-U1385D	339-U1385D-15H-2,1510	142.0800	1261.10000	1254.30000	1255.70000	1264.40	26.0360	0.259440
339-U1385D	339-U1385D-15H-3,10	142.1100	1261.40000	1254.60000	1256.00000	1264.70	33.4380	0.200020
339-U1385D	339-U1385D-15H-3,20	142.1200	1261.40000	1254.70000	1256.00000	1264.70	34.1930	0.196440
339-U1385D	339-U1385D-15H-3,30	142.1300	1261.50000	1254.80000	1256.10000	1264.80	34.0650	0.203990
339-U1385D	339-U1385D-15H-3,40	142.1400	1261.60000	1254.90000	1256.20000	1264.90	34.3420	0.197220
339-U1385D	339-U1385D-15H-3,50	142.1500	1261.70000	1255.00000	1256.20000	1264.90	36.1330	0.182920
339-U1385D	339-U1385D-15H-3,60	142.1600	1261.80000	1255.10000	1256.30000	1265.00	38.1680	0.172190
339-U1385D	339-U1385D-15H-3,70	142.1700	1261.80000	1255.30000	1256.40000	1265.10	35.9250	0.184290
339-U1385D	339-U1385D-15H-3,80	142.1800	1261.90000	1255.40000	1256.50000	1265.20	31.8140	0.201410
339-U1385D	339-U1385D-15H-3,90	142.1900	1262.00000	1255.50000	1256.50000	1265.20	30.4730	0.211550
339-U1385D	339-U1385D-15H-3,100	142.2000	1262.10000	1255.60000	1256.60000	1265.30	30.1330	0.203940
339-U1385D	339-U1385D-15H-3,110	142.2100	1262.10000	1255.70000	1256.70000	1265.40	31.8050	0.202760
339-U1385D	339-U1385D-15H-3,120	142.2200	1262.20000	1255.80000	1256.80000	1265.50	31.7030	0.197960
339-U1385D	339-U1385D-15H-3,130	142.2300	1262.30000	1255.90000	1256.80000	1265.50	24.9270	0.239150
339-U1385D	339-U1385D-15H-3,140	142.2400	1262.40000	1256.00000	1256.90000	1265.60	27.6340	0.223890
339-U1385D	339-U1385D-15H-3,150	142.2500	1262.50000	1256.10000	1257.00000	1265.70	28.9790	0.206960
339-U1385D	339-U1385D-15H-3,160	142.2600	1262.50000	1256.20000	1257.00000	1265.70	24.5860	0.213460
339-U1385D	339-U1385D-15H-3,170	142.2700	1262.60000	1256.30000	1257.10000	1265.80	30.8520	0.192490
339-U1385D	339-U1385D-15H-3,180	142.2800	1262.70000	1256.40000	1257.20000	1265.90	17.2670	0.357030
339-U1385D	339-U1385D-15H-3,190	142.2900	1262.80000	1256.50000	1257.30000	1266.00	21.4540	0.253130
339-U1385D	339-U1385D-15H-3,200	142.3000	1262.80000	1256.60000	1257.30000	1266.00	16.3670	0.460960
339-U1385D	339-U1385D-15H-3,210	142.3100	1262.90000	1256.70000	1257.40000	1266.10	17.4080	0.371060
339-U1385D	339-U1385D-15H-3,220	142.3200	1263.00000	1256.80000	1257.50000	1266.20	15.3160	0.481980
339-U1385D	339-U1385D-15H-3,230	142.3300	1263.10000	1256.90000	1257.60000	1266.30	20.6400	0.358670
339-U1385D	339-U1385D-15H-3,240	142.3400	1263.20000	1257.00000	1257.60000	1266.30	21.2710	0.344170
339-U1385D	339-U1385D-15H-3,250	142.3500	1263.20000	1257.10000	1257.70000	1266.40	14.8290	0.474740
339-U1385D	339-U1385D-15H-3,250	142.3500	1263.20000	1257.10000	1257.70000	1266.40	14.8290	0.474740
339-U1385D	339-U1385D-15H-3,250	142.3500	1263.20000	1257.10000	1257.70000	1266.40	14.8290	0.474740
339-U1385D	339-U1385D-15H-3,260	142.3600	1263.30000	1257.20000	1257.80000	1266.50	14.7010	0.350020
339-U1385D	339-U1385D-15H-3,270	142.3700	1263.40000	1257.30000	1257.80000	1266.50	12.5780	0.617960
339-U1385D	339-U1385D-15H-3,280	142.3800	1263.50000	1257.40000	1257.90000	1266.60	12.7400	0.593260
339-U1385D	339-U1385D-15H-3,290	142.3900	1263.50000	1257.50000	1258.00000	1266.70	12.6940	0.600880
339-U1385D	339-U1385D-15H-3,300	142.4000	1263.60000	1257.60000	1258.10000	1266.80	13.1530	0.565180
339-U1385D	339-U1385D-15H-3,310	142.4100	1263.70000	1257.70000	1258.10000	1266.80	13.4190	0.530770
339-U1385D	339-U1385D-15H-3,320	142.4200	1263.80000	1257.80000	1258.20000	1266.90	16.2870	0.344520
339-U1385D	339-U1385D-15H-3,330	142.4300	1263.90000	1257.90000	1258.30000	1267.00	15.4850	0.459010
339-U1385D	339-U1385D-15H-3,340	142.4400	1263.90000	1258.00000	1258.30000	1267.00	17.1950	0.409550
339-U1385D	339-U1385D-15H-3,350	142.4500	1264.00000	1258.10000	1258.40000	1267.10	19.4490	0.338000
339-U1385D	339-U1385D-15H-3,360	142.4600	1264.10000	1258.20000	1258.50000	1267.20	16.9210	0.439840
339-U1385D	339-U1385D-15H-3,370	142.4700	1264.20000	1258.30000	1258.60000	1267.30	20.6600	0.291550
339-U1385D	339-U1385D-15H-3,380	142.4800	1264.20000	1258.50000	1258.60000	1267.30	21.0470	0.284260
339-U1385D	339-U1385D-15H-3,390	142.4900	1264.30000	1258.60000	1258.70000	1267.40	21.9190	0.275410
339-U1385D	339-U1385D-15H-3,400	142.5000	1264.40000	1258.70000	1258.80000	1267.50	21.2890	0.262810
339-U1385D	339-U1385D-15H-3,410	142.5100	1264.50000	1258.80000	1258.90000	1267.60	18.9250	0.281790
339-U1385D	339-U1385D-15H-3,420	142.5200	1264.60000	1258.90000	1258.90000	1267.60	18.3940	0.314690
339-U1385D	339-U1385D-15H-3,430	142.5300	1264.60000	1259.00000	1259.00000	1267.70	19.6680	0.289040
339-U1385D	339-U1385D-15H-3,440	142.5400	1264.70000	1259.10000	1259.10000	1267.80	14.9220	0.449130
339-U1385D	339-U1385D-15H-3,450	142.5500	1264.80000	1259.20000	1259.10000	1267.80	16.6620	0.355230
339-U1385D	339-U1385D-15H-3,460	142.5600	1264.90000	1259.30000	1259.20000	1267.90	19.9150	0.271080
339-U1385D	339-U1385D-15H-3,470	142.5700	1264.90000	1259.40000	1259.30000	1268.00	14.9380	0.388940
339-U1385D	339-U1385D-15H-3,480	142.5800	1265.00000	1259.50000	1259.40000	1268.10	18.7910	0.319390
339-U1385D	339-U1385D-15H-3,490	142.5900	1265.10000	1259.60000	1259.40000	1268.10	11.0910	0.595720
339-U1385D	339-U1385D-15H-3,500	142.6000	1265.20000	1259.70000	1259.50000	1268.20	12.7630	0.494590
339-U1385D	339-U1385D-15H-3,500	142.6000	1265.20000	1259.70000	1259.50000	1268.20	12.7630	0.494590
339-U1385D	339-U1385D-15H-3,500	142.6000	1265.20000	1259.70000	1259.50000	1268.20	12.7630	0.494590
339-U1385D	339-U1385D-15H-3,510	142.6100	1265.30000	1259.80000	1259.60000	1268.30	11.7130	0.557920
339-U1385D	339-U1385D-15H-3,520	142.6200	1265.30000	1259.90000	1259.70000	1268.40	11.8490	0.480340
339-U1385D	339-U1385D-15H-3,530	142.6300	1265.40000	1260.00000	1259.70000	1268.40	12.5500	0.518880
339-U1385D	339-U1385D-15H-3,540	142.6400	1265.50000	1260.10000	1259.80000	1268.50	13.2390	0.507850
339-U1385D	339-U1385D-15H-3,550	142.6500	1265.60000	1260.20000	1259.90000	1268.60	13.2780	0.473780
339-U1385D	339-U1385D-15H-3,560	142.6600	1265.60000	1260.30000	1259.90000	1268.60	12.8930	0.478710
339-U1385D	339-U1385D-15H-3,570	142.6700	1265.70000	1260.40000	1260.00000	1268.70	15.9380	0.377190
339-U1385D	339-U1385D-15H-3,580	142.6800	1265.80000	1260.50000	1260.10000	1268.80	17.6570	0.331910
339-U1385D	339-U1385D-15H-3,590	142.6900	1265.90000	1260.60000	1260.20000	1268.90	19.9980	0.268970
339-U1385D	339-U1385D-15H-3,600	142.7000	1265.90000	1260.70000	1260.20000	1268.90	21.8540	0.271650
339-U1385D	339-U1385D-15H-3,630	142.7300	1266.20000	1261.00000	1260.40000	1269.20	23.8140	0.224180
339-U1385D	339-U1385D-15H-3,640	142.7400	1266.30000	1261.10000	1260.50000	1269.20	18.9450	0.293740
339-U1385D	339-U1385D-15H-3,650	142.7500	1266.30000	1261.20000	1260.60000	1269.30	15.2420	0.404680
339-U1385D	339-U1385D-15H-3,660	142.7600	1266.40000	1261.30000	1260.70000	1269.40	17.1670	0.360020
339-U1385D	339-U1385D-15H-3,670	142.7700	1266.50000	1261.40000	1260.70000	1269.40	15.7900	0.355850
339-U1385D	339-U1385D-15H-3,680	142.7800	1266.60000	1261.50000	1260.80000	1269.50	15.2920	0.397760
339-U1385D	339-U1385D-15H-3,690	142.7900	1266.60000	1261.60000	1260.90000	1269.60	16.8500	0.373040
339-U1385D	339-U1385D-15H-3,700	142.8000	1266.70000	1261.80000	1261.00000	1269.70	14.9050	0.405790
339-U1385D	339-U1385D-15H-3,710	142.8100	1266.80000	1261.90000	1261.00000	1269.70	12.7350	0.513060
339-U1385D	339-U1385D-15H-3,720	142.8200	1266.90000	1262.00000	1261.10000	1269.80	13.1830	0.494190
339-U1385D	339-U1385D-15H-3,730	142.8300	1267.00000	1262.10000	1261.20000	1269.90	14.6910	0.413640
339-U1385D	339-U1385D-15H-3,740	142.8400	1267.00000	1262.20000	1261.20000	1270.00	16.0320	0.417440
339-U1385D	339-U1385D-15H-3,750	142.8500	1267.10000	1262.30000	1261.30000	1270.00	17.5320	0.370950
339-U1385D	339-U1385D-15H-3,750	142.8500	1267.10000	1262.30000	1261.30000	1270.00	17.5320	0.370950
339-U1385D	339-U1385D-15H-3,750	142.8500	1267.10000	1262.30000	1261.30000	1270.00	17.5320	0.370950
339-U1385D	339-U1385D-15H-3,760	142.8600	1267.20000	1262.40000	1261.40000	1270.10	20.3250	0.304020
339-U1385D	339-U1385D-15H-3,770	142.8700	1267.30000	1262.50000	1261.50000	1270.20	17.8260	0.335420
339-U1385D	339-U1385D-15H-3,780	142.8800	1267.30000	1262.60000	1261.50000	1270.20	19.8400	0.270680
339-U1385D	339-U1385D-15H-3,790	142.8900	1267.40000	1262.70000	1261.60000	1270.30	19.4210	0.304410
339-U1385D	339-U1385D-15H-3,800	142.9000	1267.50000	1262.80000	1261.70000	1270.40	19.4420	0.311110
339-U1385D	339-U1385D-15H-3,810	142.9100	1267.60000	1262.90000	1261.80000	1270.50	21.2260	0.289860
339-U1385D	339-U1385D-15H-3,820	142.9200	1267.70000	1263.00000	1261.80000	1270.50	23.1440	0.267900
339-U1385D	339-U1385D-15H-3,830	142.9300	1267.70000	1263.10000	1261.90000	1270.60	23.5290	0.235410
339-U1385D	339-U1385D-15H-3,840	142.9400	1267.80000	1263.20000	1262.00000	1270.70	21.5360	0.272980
339-U1385D	339-U1385D-15H-3,850	142.9500	1267.90000	1263.30000	1262.00000	1270.80	19.5030	0.323680
339-U1385D	339-U1385D-15H-3,860	142.9600	1268.00000	1263.40000	1262.10000	1270.80	23.4970	0.255440
339-U1385D	339-U1385D-15H-3,870	142.9700	1268.00000	1263.50000	1262.20000	1270.90	23.0210	0.234430
339-U1385D	339-U1385D-15H-3,880	142.9800	1268.10000	1263.60000	1262.30000	1271.00	22.9370	0.260170
339-U1385D	339-U1385D-15H-3,890	142.9900	1268.20000	1263.70000	1262.30000	1271.00	23.1720	0.263520
339-U1385D	339-U1385D-15H-3,900	143.0000	1268.30000	1263.80000	1262.40000	1271.10	22.5840	0.295180
339-U1385D	339-U1385D-15H-3,910	143.0100	1268.40000	1263.90000	1262.50000	1271.20	22.3700	0.254010
339-U1385D	339-U1385D-15H-3,930	143.0300	1268.50000	1264.10000	1262.60000	1271.30	20.6860	0.311570
339-U1385D	339-U1385D-15H-3,940	143.0400	1268.60000	1264.20000	1262.70000	1271.40	23.0910	0.271640
339-U1385D	339-U1385D-15H-3,950	143.0500	1268.70000	1264.30000	1262.80000	1271.50	19.6530	0.326270
339-U1385D	339-U1385D-15H-3,960	143.0600	1268.70000	1264.40000	1262.80000	1271.60	25.1350	0.244120
339-U1385D	339-U1385D-15H-3,970	143.0700	1268.80000	1264.50000	1262.90000	1271.60	24.2370	0.250880
339-U1385D	339-U1385D-15H-3,980	143.0800	1268.90000	1264.60000	1263.00000	1271.70	23.1130	0.267510
339-U1385D	339-U1385D-15H-3,990	143.0900	1269.00000	1264.70000	1263.10000	1271.80	23.7430	0.251870
339-U1385D	339-U1385D-15H-3,1000	143.1000	1269.10000	1264.80000	1263.10000	1271.80	24.3940	0.247320
339-U1385D	339-U1385D-15H-3,1000	143.1000	1269.10000	1264.80000	1263.10000	1271.80	24.3940	0.247320
339-U1385D	339-U1385D-15H-3,1000	143.1000	1269.10000	1264.80000	1263.10000	1271.80	24.3940	0.247320
339-U1385D	339-U1385D-15H-3,1010	143.1100	1269.10000	1264.90000	1263.20000	1271.90	25.2950	0.234590
339-U1385D	339-U1385D-15H-3,1020	143.1200	1269.20000	1265.10000	1263.30000	1272.00	23.7070	0.266550
339-U1385D	339-U1385D-15H-3,1030	143.1300	1269.30000	1265.20000	1263.30000	1272.10	23.2400	0.251540
339-U1385D	339-U1385D-15H-3,1040	143.1400	1269.40000	1265.30000	1263.40000	1272.10	23.2510	0.269160
339-U1385D	339-U1385D-15H-3,1050	143.1500	1269.40000	1265.40000	1263.50000	1272.20	23.2370	0.263310
339-U1385D	339-U1385D-15H-3,1060	143.1600	1269.50000	1265.50000	1263.60000	1272.30	22.6530	0.277790
339-U1385D	339-U1385D-15H-3,1070	143.1700	1269.60000	1265.60000	1263.60000	1272.30	21.9330	0.281220
339-U1385D	339-U1385D-15H-3,1080	143.1800	1269.70000	1265.70000	1263.70000	1272.40	21.4270	0.297380
339-U1385D	339-U1385D-15H-3,1090	143.1900	1269.80000	1265.80000	1263.80000	1272.50	23.1410	0.282950
339-U1385D	339-U1385D-15H-3,1100	143.2000	1269.80000	1265.90000	1263.90000	1272.60	23.1080	0.270870
339-U1385D	339-U1385D-15H-3,1110	143.2100	1269.90000	1266.00000	1263.90000	1272.60	22.9280	0.295350
339-U1385D	339-U1385D-15H-3,1120	143.2200	1270.00000	1266.10000	1264.00000	1272.70	23.0260	0.259790
339-U1385D	339-U1385D-15H-3,1130	143.2300	1270.10000	1266.20000	1264.10000	1272.80	22.3760	0.276920
339-U1385D	339-U1385D-15H-3,1140	143.2400	1270.10000	1266.30000	1264.20000	1272.90	21.5530	0.291550
339-U1385D	339-U1385D-15H-3,1150	143.2500	1270.20000	1266.40000	1264.30000	1272.90	21.8500	0.280040
339-U1385D	339-U1385D-15H-3,1160	143.2600	1270.30000	1266.50000	1264.50000	1273.00	20.7480	0.315540
339-U1385D	339-U1385D-15H-3,1170	143.2700	1270.40000	1266.60000	1264.60000	1273.10	16.3430	0.377440
339-U1385D	339-U1385D-15H-3,1180	143.2800	1270.40000	1266.70000	1264.70000	1273.10	16.5810	0.401370
339-U1385D	339-U1385D-15H-3,1190	143.2900	1270.50000	1266.80000	1264.80000	1273.20	17.0550	0.376390
339-U1385D	339-U1385D-15H-3,1220	143.3200	1270.80000	1267.10000	1265.10000	1273.40	16.1660	0.431130
339-U1385D	339-U1385D-15H-3,1230	143.3300	1270.80000	1267.20000	1265.30000	1273.50	13.4950	0.530930
339-U1385D	339-U1385D-15H-3,1240	143.3400	1270.90000	1267.30000	1265.40000	1273.60	14.8520	0.474410
339-U1385D	339-U1385D-15H-3,1250	143.3500	1271.00000	1267.40000	1265.50000	1273.70	16.7810	0.429490
339-U1385D	339-U1385D-15H-3,1250	143.3500	1271.00000	1267.40000	1265.50000	1273.70	16.7810	0.429490
339-U1385D	339-U1385D-15H-3,1250	143.3500	1271.00000	1267.40000	1265.50000	1273.70	16.7810	0.429490
339-U1385D	339-U1385D-15H-3,1260	143.3600	1271.10000	1267.50000	1265.60000	1273.70	19.7270	0.345710
339-U1385D	339-U1385D-15H-3,1270	143.3700	1271.10000	1267.60000	1265.70000	1273.80	21.5400	0.338170
339-U1385D	339-U1385D-15H-3,1280	143.3800	1271.20000	1267.70000	1265.80000	1273.90	22.5410	0.293560
339-U1385D	339-U1385D-15H-3,1290	143.3900	1271.30000	1267.80000	1265.90000	1273.90	24.3280	0.291790
339-U1385D	339-U1385D-15H-3,1300	143.4000	1271.40000	1267.90000	1266.10000	1274.00	25.0770	0.271600
339-U1385D	339-U1385D-15H-3,1310	143.4100	1271.50000	1268.00000	1266.20000	1274.10	24.3550	0.293570
339-U1385D	339-U1385D-15H-3,1320	143.4200	1271.50000	1268.10000	1266.30000	1274.20	24.8010	0.273520
339-U1385D	339-U1385D-15H-3,1330	143.4300	1271.60000	1268.30000	1266.40000	1274.20	24.5590	0.274030
339-U1385D	339-U1385D-15H-3,1340	143.4400	1271.70000	1268.40000	1266.50000	1274.30	23.5140	0.314530
339-U1385D	339-U1385D-15H-3,1350	143.4500	1271.80000	1268.50000	1266.60000	1274.40	25.4040	0.278890
339-U1385D	339-U1385D-15H-3,1360	143.4600	1271.80000	1268.60000	1266.70000	1274.50	26.2060	0.248390
339-U1385D	339-U1385D-15H-3,1370	143.4700	1271.90000	1268.70000	1266.80000	1274.50	21.2370	0.298340
339-U1385D	339-U1385D-15H-3,1380	143.4800	1272.00000	1268.80000	1267.00000	1274.60	23.4750	0.295860
339-U1385D	339-U1385D-15H-3,1390	143.4900	1272.10000	1268.90000	1267.10000	1274.70	24.1670	0.270090
339-U1385D	339-U1385D-15H-3,1400	143.5000	1272.20000	1269.00000	1267.20000	1274.70	23.9220	0.277590
339-U1385D	339-U1385D-15H-3,1430	143.5300	1272.40000	1269.30000	1267.50000	1275.00	25.5430	0.257900
339-U1385D	339-U1385D-15H-3,1440	143.5400	1272.50000	1269.40000	1267.60000	1275.00	26.1060	0.244750
339-U1385D	339-U1385D-15H-3,1450	143.5500	1272.50000	1269.50000	1267.80000	1275.10	26.7330	0.244730
339-U1385D	339-U1385D-15H-3,1460	143.5600	1272.60000	1269.60000	1267.90000	1275.20	26.9060	0.238960
