/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): Combined oxgyen and carbon isotope data for the planktonic foraminifera Globigerina bulloides of sediment core MD01-2444 and IODPP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951397, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.568208 * MEDIAN LONGITUDE: -10.130014 * SOUTH-BOUND LATITUDE: 37.565000 * WEST-BOUND LONGITUDE: -10.134000 * NORTH-BOUND LATITUDE: 37.571416 * EAST-BOUND LONGITUDE: -10.126027
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.000 m * MAXIMUM DEPTH, sediment/rock: 26.880 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	Globigerina bulloides, δ18O [‰ PDB] (G. bulloides δ18O) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: vs. VPDB
	Globigerina bulloides, δ13C [‰ PDB] (G. bulloides δ13C) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: vs. VPDB
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	26013 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	G. bulloides δ18O [‰ PDB] (vs. VPDB, Mass spectrometer, ...)	G. bulloides δ13C [‰ PDB] (vs. VPDB, Mass spectrometer, ...)
	143.20	1269.80	1265.90000	1263.90000	1272.60000				1.11	-0.40
	143.21	1269.90	1266.00000	1263.90000	1272.60000				1.36	-0.27
	143.22	1270.00	1266.10000	1264.00000	1272.70000				1.34	-0.44
	143.23	1270.10	1266.20000	1264.10000	1272.80000				1.04	-0.68
	143.24	1270.10	1266.30000	1264.20000	1272.90000				1.25	-0.45
	143.25	1270.20	1266.40000	1264.30000	1272.90000				1.14	-0.58
	143.26	1270.30	1266.50000	1264.50000	1273.00000				1.46	-0.24
	143.27	1270.40	1266.60000	1264.60000	1273.10000				2.01	-0.06
	143.27	1270.40	1266.60000	1264.60000	1273.10000				2.02	-0.03
	143.28	1270.40	1266.70000	1264.70000	1273.10000				2.00	-0.05
	143.29	1270.50	1266.80000	1264.80000	1273.20000				1.84	-0.27
	143.30	1270.60	1266.90000	1264.90000	1273.30000				2.14	0.06
	143.31	1270.70	1267.00000	1265.00000	1273.40000				1.89	-0.23
	143.32	1270.80	1267.10000	1265.10000	1273.40000				1.98	-0.03
	143.33	1270.80	1267.20000	1265.30000	1273.50000				2.22	0.09
	143.34	1270.90	1267.30000	1265.40000	1273.60000				2.41	0.29
	143.35	1271.00	1267.40000	1265.50000	1273.70000				1.63	-0.21
	143.36	1271.10	1267.50000	1265.60000	1273.70000				1.79	-0.12
	143.37	1271.10	1267.60000	1265.70000	1273.80000				1.69	-0.10
	143.38	1271.20	1267.70000	1265.80000	1273.90000				1.64	-0.30
	143.39	1271.30	1267.80000	1265.90000	1273.90000				1.45	-0.47
	143.40	1271.40	1267.90000	1266.10000	1274.00000				1.42	-0.36
	143.41	1271.50	1268.00000	1266.20000	1274.10000				1.55	-0.42
	143.42	1271.50	1268.10000	1266.30000	1274.20000				1.25	-0.54
	143.43	1271.60	1268.30000	1266.40000	1274.20000				1.36	-0.51
	143.44	1271.70	1268.40000	1266.50000	1274.30000				1.48	-0.22
	143.45	1271.80	1268.50000	1266.60000	1274.40000				1.60	-0.12
	143.46	1271.80	1268.60000	1266.70000	1274.50000				1.37	-0.56
	143.47	1271.90	1268.70000	1266.80000	1274.50000				1.38	-0.36
	143.48	1272.00	1268.80000	1267.00000	1274.60000				1.86	-0.68
	143.49	1272.10	1268.90000	1267.10000	1274.70000				1.69	-0.78
	143.50	1272.20	1269.00000	1267.20000	1274.70000				2.22	0.06
	143.50	1272.20	1269.00000	1267.20000	1274.70000				2.30	0.09
	143.51	1272.20	1269.10000	1267.30000	1274.80000				1.63	-0.40
	143.52	1272.30	1269.20000	1267.40000	1274.90000				1.57	-0.51
	143.53	1272.40	1269.30000	1267.50000	1275.00000				1.50	-0.39
	143.54	1272.50	1269.40000	1267.60000	1275.00000				1.46	-0.48
	143.55	1272.50	1269.50000	1267.80000	1275.10000				1.37	-0.34
	143.56	1272.60	1269.60000	1267.90000	1275.20000				1.21	-0.53
	143.57	1272.70	1269.70000	1268.00000	1275.30000				1.27	-0.50
	143.58	1272.80	1269.80000	1268.10000	1275.30000				1.18	-0.48
	143.59	1272.90	1269.90000	1268.20000	1275.40000				1.26	-0.42
	143.60	1272.90	1270.00000	1268.30000	1275.50000				1.16	-0.42
	143.61	1273.00	1270.10000	1268.40000	1275.50000				1.16	-0.42
	143.62	1273.10	1270.20000	1268.60000	1275.60000				1.35	-0.29
	143.63	1273.20	1270.30000	1268.70000	1275.70000				1.38	-0.49
	143.64	1273.20	1270.40000	1268.80000	1275.80000				1.18	-0.46
	143.65	1273.30	1270.50000	1268.90000	1275.80000				1.18	-0.47
	143.66	1273.40	1270.60000	1269.00000	1275.90000				1.44	-0.41
	143.67	1273.50	1270.70000	1269.10000	1276.00000				1.32	-0.39
	143.68	1273.60	1270.80000	1269.20000	1276.10000				1.28	-0.34
	143.69	1273.60	1270.90000	1269.40000	1276.10000				1.37	-0.42
	143.70	1273.70	1271.00000	1269.50000	1276.20000				1.33	-0.53
	143.71	1273.80	1271.10000	1269.60000	1276.30000				1.30	-0.37
	143.72	1273.90	1271.20000	1269.70000	1276.30000				1.28	-0.38
	143.73	1273.90	1271.30000	1269.80000	1276.40000				1.01	-0.47
	143.74	1274.00	1271.40000	1269.90000	1276.50000				1.22	-0.47
	143.75	1274.10	1271.60000	1270.00000	1276.60000				1.13	-0.45
	143.76	1274.20	1271.70000	1270.20000	1276.60000				1.20	-0.39
	143.77	1274.20	1271.80000	1270.30000	1276.70000				1.34	-0.33
	143.78	1274.30	1271.90000	1270.40000	1276.80000				1.16	-0.48
	143.79	1274.40	1272.00000	1270.50000	1276.90000				1.46	-0.24
	143.80	1274.50	1272.10000	1270.60000	1276.90000				1.25	-0.38
	143.81	1274.60	1272.20000	1270.70000	1277.00000				1.24	-0.65
	143.82	1274.60	1272.30000	1270.80000	1277.10000				1.40	-0.22
	143.83	1274.70	1272.40000	1270.90000	1277.10000				1.27	-0.50
	143.84	1274.80	1272.50000	1271.10000	1277.20000				1.12	-0.53
	143.85	1274.90	1272.60000	1271.20000	1277.30000				1.28	-0.34
	143.86	1274.90	1272.70000	1271.30000	1277.40000				1.16	-0.37
	143.87	1275.00	1272.80000	1271.40000	1277.40000				1.03	-0.76
	143.88	1275.10	1272.90000	1271.50000	1277.50000				1.11	-0.49
	143.89	1275.20	1273.00000	1271.60000	1277.60000				1.05	-0.67
	143.90	1275.30	1273.10000	1271.70000	1277.70000				1.01	-0.61
	143.91	1275.30	1273.20000	1271.90000	1277.70000				1.08	-0.49
	143.92	1275.40	1273.30000	1272.00000	1277.80000				0.89	-0.47
	143.93	1275.50	1273.40000	1272.10000	1277.90000				0.86	-0.54
	143.94	1275.60	1273.50000	1272.20000	1277.90000				1.04	-0.67
	143.95	1275.60	1273.60000	1272.30000	1278.00000				1.10	-0.52
	143.96	1275.70	1273.70000	1272.40000	1278.10000				0.96	-0.53
	143.97	1275.80	1273.80000	1272.50000	1278.20000				0.88	-0.55
	143.98	1275.90	1273.90000	1272.70000	1278.20000				0.88	-0.51
	143.99	1276.00	1274.00000	1272.80000	1278.30000				0.86	-0.58
	144.00	1276.00	1274.10000	1272.90000	1278.40000				0.91	-0.45
	144.00	1276.00	1274.10000	1272.90000	1278.40000				0.77	-0.67
	144.01	1276.10	1274.20000	1273.00000	1278.40000				1.00	-0.50
	144.02	1276.20	1274.30000	1273.10000	1278.50000				0.89	-0.65
	144.03	1276.30	1274.40000	1273.20000	1278.60000				0.86	-0.59
	144.04	1276.30	1274.50000	1273.30000	1278.70000				0.80	-0.51
	144.05	1276.40	1274.60000	1273.50000	1278.70000				0.99	-0.65
	144.06	1276.50	1274.80000	1273.60000	1278.80000				0.69	-0.78
	144.07	1276.60	1274.90000	1273.70000	1278.90000				1.14	-0.52
	144.08	1276.70	1275.00000	1273.80000	1279.00000				0.91	-0.70
	144.09	1276.70	1275.10000	1273.90000	1279.00000				0.88	-0.54
	144.10	1276.80	1275.20000	1274.00000	1279.10000				1.10	-0.75
	144.11	1276.90	1275.30000	1274.10000	1279.20000				0.86	-0.68
	144.12	1277.00	1275.40000	1274.30000	1279.20000				0.76	-0.60
	144.13	1277.00	1275.50000	1274.40000	1279.30000				0.72	-0.77
	144.14	1277.10	1275.60000	1274.50000	1279.40000				0.83	-0.67
	144.15	1277.20	1275.70000	1274.60000	1279.50000				0.77	-0.88
	144.16	1277.30	1275.80000	1274.70000	1279.50000				0.84	-0.76
	144.17	1277.40	1275.90000	1274.80000	1279.60000				0.87	-0.73
	144.18	1277.40	1276.00000	1274.90000	1279.70000				0.56	-0.89
	144.19	1277.50	1276.10000	1275.10000	1279.80000				0.77	-0.65
	144.20	1277.60	1276.20000	1275.20000	1279.80000				0.90	-0.66
	144.21	1277.70	1276.30000	1275.30000	1279.90000				0.84	-0.78
	144.22	1277.70	1276.40000	1275.40000	1280.00000				0.80	-0.51
	144.23	1277.80	1276.50000	1275.50000	1280.00000				0.71	-0.74
	144.24	1277.90	1276.60000	1275.60000	1280.10000				0.79	-0.58
	144.25	1278.00	1276.70000	1275.70000	1280.20000				0.79	-0.82
	144.25	1278.00	1276.70000	1275.70000	1280.20000				0.89	-0.64
	144.26	1278.10	1276.80000	1275.80000	1280.30000				0.76	-0.72
	144.27	1278.10	1276.90000	1276.00000	1280.30000				0.70	-0.83
	144.28	1278.20	1277.00000	1276.10000	1280.40000				0.72	-0.70
	144.29	1278.30	1277.10000	1276.20000	1280.50000				0.66	-0.81
	144.30	1278.40	1277.20000	1276.30000	1280.60000				0.59	-0.17
	144.31	1278.40	1277.30000	1276.40000	1280.60000				0.73	-0.72
	144.32	1278.50	1277.40000	1276.50000	1280.70000				0.83	-0.71
	144.33	1278.60	1277.50000	1276.60000	1280.80000				0.68	-0.73
	144.34	1278.70	1277.60000	1276.80000	1280.90000				0.88	-0.50
	144.35	1278.80	1277.70000	1276.90000	1281.00000				0.74	-0.67
	144.36	1278.80	1277.80000	1277.00000	1281.10000				0.68	-0.74
	144.37	1278.90	1277.90000	1277.10000	1281.10000				1.01	-0.73
	144.38	1279.00	1278.10000	1277.20000	1281.20000				0.75	-0.79
	144.39	1279.10	1278.20000	1277.30000	1281.30000				0.76	-0.60
	144.40	1279.10	1278.30000	1277.40000	1281.40000				0.62	-0.73
	144.41	1279.20	1278.40000	1277.60000	1281.50000				0.72	-0.93
	144.42	1279.30	1278.50000	1277.70000	1281.60000				0.74	-0.62
	144.43	1279.40	1278.60000	1277.80000	1281.70000				0.71	-0.98
	144.44	1279.40	1278.70000	1277.90000	1281.80000				0.88	-0.60
	144.45	1279.50	1278.80000	1278.00000	1281.80000				0.60	-0.96
	144.46	1279.60	1278.90000	1278.10000	1281.90000				0.80	-0.94
	144.47	1279.70	1279.00000	1278.20000	1282.00000				0.76	-0.86
	144.48	1279.80	1279.10000	1278.40000	1282.10000				0.73	-0.89
	144.49	1279.80	1279.20000	1278.50000	1282.20000				0.78	-0.90
	144.50	1279.90	1279.30000	1278.60000	1282.30000				0.76	-0.87
	144.51	1280.00	1279.40000	1278.70000	1282.40000				0.60	-1.15
	144.52	1280.10	1279.50000	1278.80000	1282.50000				0.74	-0.86
	144.53	1280.10	1279.60000	1278.90000	1282.50000				0.69	-1.27
	144.54	1280.20	1279.70000	1279.00000	1282.60000				0.64	-1.19
	144.55	1280.30	1279.80000	1279.20000	1282.70000				0.86	-1.10
	144.56	1280.40	1279.90000	1279.30000	1282.80000				0.70	-1.00
	144.57	1280.50	1280.00000	1279.40000	1282.90000				0.59	-1.12
	144.58	1280.50	1280.10000	1279.50000	1283.00000				0.64	-1.02
	144.59	1280.60	1280.20000	1279.60000	1283.10000				0.62	-1.05
	144.60	1280.70	1280.30000	1279.70000	1283.20000				0.62	-1.17
	144.61	1280.80	1280.40000	1279.80000	1283.20000				0.64	-0.86
	144.62	1280.80	1280.50000	1279.90000	1283.30000				0.79	-0.99
	144.63	1280.90	1280.60000	1280.10000	1283.40000				0.71	-0.91
	144.64	1281.00	1280.70000	1280.20000	1283.50000				0.64	-0.83
	144.65	1281.10	1280.80000	1280.30000	1283.60000				0.62	-0.97
	144.66	1281.30	1280.90000	1280.40000	1283.70000				0.81	-1.01
	144.67	1281.40	1281.00000	1280.50000	1283.80000				0.52	-1.22
	144.69	1281.60	1281.30000	1280.70000	1283.90000				0.73	-1.01
	144.70	1281.80	1281.40000	1280.90000	1284.00000				0.72	-1.18
	144.71	1281.90	1281.50000	1281.00000	1284.10000				0.57	-1.16
	144.72	1282.00	1281.60000	1281.10000	1284.20000				0.58	-1.25
	144.73	1282.10	1281.70000	1281.20000	1284.30000				0.59	-1.24
	144.74	1282.30	1281.80000	1281.30000	1284.40000				0.58	-0.98
	144.75	1282.40	1281.90000	1281.40000	1284.50000				0.56	-1.14
	144.76	1282.50	1282.00000	1281.50000	1284.60000				0.76	-1.22
	144.77	1282.60	1282.10000	1281.70000	1284.70000				0.67	-1.22
	144.78	1282.80	1282.20000	1281.80000	1284.70000				0.60	-1.20
	144.79	1282.90	1282.30000	1281.90000	1284.80000				0.75	-0.97
	144.80	1283.00	1282.40000	1282.00000	1284.90000				0.64	-1.27
	144.81	1283.20	1282.50000	1282.10000	1285.00000				0.54	-1.30
	144.82	1283.30	1282.60000	1282.20000	1285.10000				0.52	-1.09
	144.83	1283.40	1282.70000	1282.30000	1285.20000				0.64	-1.15
	144.84	1283.50	1282.80000	1282.50000	1285.30000				0.62	-1.06
	144.85	1283.70	1282.90000	1282.60000	1285.40000				0.49	-1.48
	144.86	1283.80	1283.00000	1282.70000	1285.40000				0.57	-1.29
	144.87	1283.90	1283.10000	1282.80000	1285.50000				0.66	-1.12
	144.88	1284.00	1283.20000	1282.90000	1285.60000				0.56	-1.14
	144.89	1284.20	1283.30000	1283.00000	1285.70000				0.56	-1.23
	144.90	1284.30	1283.40000	1283.10000	1285.80000				0.53	-1.41
	144.91	1284.40	1283.50000	1283.30000	1285.90000				0.59	-1.25
	144.92	1284.60	1283.60000	1283.40000	1286.00000				0.62	-1.05
	144.93	1284.70	1283.70000	1283.50000	1286.10000				0.66	-1.11
	144.94	1284.80	1283.80000	1283.60000	1286.10000				0.83	-1.21
	144.95	1284.90	1283.90000	1283.70000	1286.20000				0.47	-1.29
	144.96	1285.10	1284.00000	1283.80000	1286.30000				0.68	-1.20
	144.97	1285.20	1284.10000	1283.90000	1286.40000				0.65	-1.23
	144.98	1285.30	1284.20000	1284.00000	1286.50000				0.65	-1.07
	144.99	1285.40	1284.30000	1284.20000	1286.60000				0.69	-1.26
	145.00	1285.60	1284.40000	1284.30000	1286.70000				0.58	-1.35
	145.01	1285.70	1284.60000	1284.40000	1286.80000				0.80	-0.98
	145.02	1285.80	1284.70000	1284.50000	1286.80000				0.79	-1.12
	145.03	1285.90	1284.80000	1284.60000	1286.90000				0.93	-1.02
	145.04	1286.10	1284.90000	1284.70000	1287.00000				0.88	-1.05
	145.05	1286.20	1285.00000	1284.80000	1287.10000				0.87	-1.22
	145.05	1286.20	1285.00000	1284.80000	1287.10000				1.00	-1.10
	145.06	1286.30	1285.10000	1285.00000	1287.20000				0.72	-1.21
	145.07	1286.50	1285.20000	1285.10000	1287.30000				0.88	-1.14
	145.08	1286.60	1285.30000	1285.20000	1287.40000				0.85	-1.02
	145.09	1286.70	1285.40000	1285.30000	1287.50000				0.79	-1.35
	145.10	1286.80	1285.50000	1285.40000	1287.50000				0.83	-1.18
	145.11	1287.00	1285.60000	1285.50000	1287.60000				0.71	-1.36
	145.12	1287.10	1285.70000	1285.60000	1287.70000				0.78	-1.05
	145.13	1287.20	1285.80000	1285.80000	1287.80000				0.87	-1.26
	145.13	1287.20	1285.80000	1285.80000	1287.80000				0.61	-1.29
	145.14	1287.30	1285.90000	1285.90000	1287.90000				0.68	-1.45
	145.14	1287.30	1285.90000	1285.90000	1287.90000				0.85	-1.19
	145.15	1287.50	1286.00000	1286.00000	1288.00000				0.65	-1.22
	145.15	1287.50	1286.00000	1286.00000	1288.00000				0.77	-1.06
	145.16	1287.60	1286.10000	1286.10000	1288.10000				0.68	-1.07
	145.17	1287.70	1286.20000	1286.20000	1288.20000				0.93	-1.02
	145.18	1287.80	1286.20000	1286.20000	1288.30000				0.85	-1.08
	145.19	1288.00	1286.30000	1286.30000	1288.30000				0.85	-1.12
	145.20	1288.10	1286.40000	1286.30000	1288.40000				0.95	-1.12
	145.20	1288.10	1286.40000	1286.30000	1288.40000				0.86	-1.09
	145.21	1288.20	1286.50000	1286.40000	1288.50000				0.96	-1.09
	145.22	1288.40	1286.50000	1286.40000	1288.60000				0.79	-1.25
	145.23	1288.50	1286.60000	1286.50000	1288.70000				0.92	-1.12
	145.24	1288.60	1286.70000	1286.50000	1288.80000				0.79	-1.14
	145.25	1288.70	1286.80000	1286.60000	1288.90000				0.87	-1.06
	145.26	1288.90	1286.80000	1286.60000	1289.00000				1.22	-1.07
	145.27	1289.00	1286.90000	1286.70000	1289.00000				1.07	-1.16
	145.27	1289.00	1286.90000	1286.70000	1289.00000				1.02	-1.02
	145.28	1289.10	1287.00000	1286.80000	1289.10000				1.25	-1.03
	145.28	1289.10	1287.00000	1286.80000	1289.10000				1.08	-0.98
	145.28	1289.10	1287.00000	1286.80000	1289.10000				0.88	-0.99
	145.29	1289.20	1287.10000	1286.80000	1289.20000				1.01	-1.14
	145.29	1289.20	1287.10000	1286.80000	1289.20000				1.04	-1.07
	145.30	1289.40	1287.10000	1286.90000	1289.30000				1.14	-0.94
	145.31	1289.50	1287.20000	1286.90000	1289.40000				0.95	-1.05
	145.32	1289.60	1287.30000	1287.00000	1289.50000				1.05	-0.91
	145.33	1289.80	1287.30000	1287.00000	1289.60000				1.12	-0.78
	145.34	1289.90	1287.40000	1287.10000	1289.70000				1.08	-0.98
	145.35	1290.00	1287.50000	1287.10000	1289.70000				0.90	-1.16
	145.36	1290.10	1287.60000	1287.20000	1289.80000				0.94	-0.99
	145.37	1290.30	1287.60000	1287.20000	1289.90000				1.37	-1.01
	145.38	1290.40	1287.70000	1287.30000	1290.00000				1.08	-0.85
	145.39	1290.50	1287.80000	1287.30000	1290.10000				1.12	-1.08
	145.40	1290.60	1287.90000	1287.40000	1290.20000				1.12	-1.15
	145.41	1290.80	1287.90000	1287.50000	1290.30000				0.96	-1.07
	145.42	1290.90	1288.00000	1287.50000	1290.40000				1.12	-1.07
	145.43	1291.00	1288.10000	1287.60000	1290.40000				1.06	-0.90
	145.44	1291.10	1288.20000	1287.60000	1290.50000				1.07	-0.96
	145.45	1291.30	1288.20000	1287.70000	1290.60000				1.16	-0.99
	145.46	1291.40	1288.30000	1287.70000	1290.70000				1.14	-1.04
	145.47	1291.50	1288.40000	1287.80000	1290.80000				1.19	-0.97
	145.48	1291.70	1288.40000	1287.80000	1290.90000				1.17	-0.68
	145.49	1291.80	1288.50000	1287.90000	1291.00000				1.26	-0.79
	145.50	1291.90	1288.60000	1287.90000	1291.10000				1.40	-0.82
	145.51	1292.00	1288.70000	1288.00000	1291.10000				1.56	-0.71
	145.52	1292.20	1288.70000	1288.10000	1291.20000				1.50	-0.97
	145.53	1292.30	1288.80000	1288.10000	1291.30000				2.17	-0.40
	145.54	1292.40	1288.90000	1288.20000	1291.40000				2.14	-0.68
	145.55	1292.50	1289.00000	1288.20000	1291.50000				2.23	-0.60
	145.56	1292.70	1289.00000	1288.30000	1291.60000				1.95	-0.61
	145.57	1292.80	1289.10000	1288.30000	1291.70000				2.02	-0.73
	145.58	1292.90	1289.20000	1288.40000	1291.80000				1.94	-0.74
	145.59	1293.00	1289.30000	1288.40000	1291.90000				1.76	-0.89
	145.60	1293.20	1289.30000	1288.50000	1291.90000				1.46	-0.83
	145.61	1293.30	1289.40000	1288.50000	1292.00000				1.82	-0.83
	145.62	1293.40	1289.50000	1288.60000	1292.10000				1.29	-0.75
	145.63	1293.60	1289.50000	1288.70000	1292.20000				1.54	-0.95
	145.64	1293.70	1289.60000	1288.70000	1292.30000				1.65	-0.97
	145.65	1293.80	1289.70000	1288.80000	1292.40000				1.67	-1.03
	145.66	1293.90	1289.80000	1288.80000	1292.50000				1.91	-0.98
	145.67	1294.10	1289.80000	1288.90000	1292.60000				1.67	-1.06
	145.68	1294.20	1289.90000	1288.90000	1292.60000				1.77	-1.04
	145.69	1294.30	1290.00000	1289.00000	1292.70000				1.80	-0.93
	145.70	1294.40	1290.10000	1289.00000	1292.80000				1.79	-0.94
	145.71	1294.60	1290.10000	1289.10000	1292.90000				1.49	-1.07
	145.72	1294.70	1290.20000	1289.10000	1293.00000				1.69	-0.98
	145.73	1294.80	1290.30000	1289.20000	1293.10000				1.66	-0.85
	145.74	1295.00	1290.40000	1289.20000	1293.20000				1.43	-1.03
	145.75	1295.10	1290.40000	1289.30000	1293.30000				1.51	-0.88
	145.76	1295.20	1290.50000	1289.40000	1293.30000				1.36	-0.96
	145.77	1295.30	1290.60000	1289.40000	1293.40000				1.23	-1.10
	145.78	1295.50	1290.60000	1289.50000	1293.50000				1.32	-0.74
	145.79	1295.60	1290.70000	1289.50000	1293.60000				1.30	-0.88
	145.80	1295.70	1290.80000	1289.60000	1293.70000				1.77	-1.05
	145.81	1295.80	1290.90000	1289.60000	1293.80000				1.78	-0.94
	145.82	1296.00	1290.90000	1289.70000	1293.90000				2.10	-0.64
	145.83	1296.10	1291.00000	1289.70000	1294.00000				1.97	-0.95
	145.84	1296.20	1291.10000	1289.80000	1294.00000				1.69	-0.87
	145.85	1296.30	1291.20000	1289.80000	1294.10000				1.59	-0.84
	145.86	1296.50	1291.20000	1289.90000	1294.20000				1.40	-0.77
	145.87	1296.60	1291.30000	1290.00000	1294.30000				1.33	-0.79
	145.88	1296.70	1291.40000	1290.00000	1294.40000				1.35	-0.78
	145.89	1296.90	1291.50000	1290.10000	1294.50000				1.28	-0.89
	145.90	1297.00	1291.50000	1290.10000	1294.60000				1.26	-0.98
	145.91	1297.10	1291.60000	1290.20000	1294.70000				1.34	-0.81
	145.92	1297.20	1291.70000	1290.20000	1294.70000				1.52	-0.56
	145.93	1297.40	1291.70000	1290.30000	1294.80000				1.17	-0.87
	145.94	1297.50	1291.80000	1290.30000	1294.90000				1.40	-0.73
	145.94	1297.50	1291.80000	1290.30000	1294.90000				1.38	-0.60
	145.95	1297.60	1291.90000	1290.40000	1295.00000				1.31	-0.61
	145.96	1297.70	1292.00000	1290.40000	1295.10000				1.50	-0.49
	145.97	1297.90	1292.00000	1290.50000	1295.20000				1.21	-0.70
	145.98	1298.00	1292.10000	1290.60000	1295.30000				1.40	-0.80
	145.99	1298.10	1292.20000	1290.60000	1295.40000				1.34	-0.77
	146.00	1298.30	1292.30000	1290.70000	1295.50000				1.56	-0.80
	146.01	1298.30	1292.30000	1290.70000	1295.50000				1.52	-0.98
	146.02	1298.40	1292.40000	1290.80000	1295.60000				1.74	-0.56
