/* DATA DESCRIPTION:
Citation:	Hodell, David A; Crowhurst, Simon J; Lourens, Lucas Joost; Margari, Vasiliki; Nicolson, John; Rolfe, James E; Skinner, Luke C; Thomas, Nicola C; Tzedakis, Polychronis C; Mleneck-Vautravers, Maryline J; Wolff, Eric William (2023): Combined oxgyen and carbon isotope data for all benthic foraminifera in piston core MD01-2444 and IODP Site 339-U1385. PANGAEA, https://doi.org/10.1594/PANGAEA.951395, 
	In: Hodell, DA et al. (2023): Benthic and planktonic oxygen and carbon isotopes and XRF data at IODP Site U1385 and core MD01-2444 from 0 to 1.5 Ma. PANGAEA, https://doi.org/10.1594/PANGAEA.951401
Keyword(s):	Benthic and planktonic foraminifera; IODP 339; MD01-2444; oxygen and carbon isotopes; XRF data
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: https://www.iodp.org/)
Funding:	Leverhulme Trust, grant/award no. RPG2014-417
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J00653X/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/J017922/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/K005804/1
	Natural Environment Research Council (NERC) (URI: http://www.nerc.ac.uk/), grant/award no. NE/R000204/1
Coverage:	MEDIAN LATITUDE: 37.568208 * MEDIAN LONGITUDE: -10.130014 * SOUTH-BOUND LATITUDE: 37.565000 * WEST-BOUND LONGITUDE: -10.134000 * NORTH-BOUND LATITUDE: 37.571416 * EAST-BOUND LONGITUDE: -10.126027
	DATE/TIME START: 2011-11-25T00:00:00 * DATE/TIME END: 2011-11-25T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.030 m * MAXIMUM DEPTH, sediment/rock: 26.910 m
Event(s):	339-U1385 * LATITUDE: 37.571416 * LONGITUDE: -10.126027 * DATE/TIME: 2011-11-25T00:00:00 * ELEVATION: -2587.0 m * CAMPAIGN: Exp339 (Mediterranean Outflow) (URI: https://doi.org/10.2204/iodp.proc.339.2013) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE)
	MD01-2444 * LATITUDE: 37.565000 * LONGITUDE: -10.134000 * ELEVATION: -2656.0 m * CAMPAIGN: MD123 (GEOSCIENCES, MARMARCORE) * BASIS: Marion Dufresne (1995) (URI: https://en.wikipedia.org/wiki/Marion_Dufresne_(1994)) * METHOD/DEVICE: Calypso Corer (CALYPSO)
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: MD01-2444
	Depth, composite revised, corrected [crmcd] (Depth corr cr) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: IODP Depth Scale Terminology (URI: hdl:10013/epic.50267.d001) * COMMENT: Equivalent 339-U1385 crmcd
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * COMMENT: Hybrid Age
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Lisiecki & Raymo (2005) [LR04] (URI: https://doi.org/10.1029/2004PA001071)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Ahn et al. (2017) [revised LR04 Prob Stack] (URI: https://doi.org/10.1093/climsys/dzx002)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Konijnenkijk et al. (2015) [revised Med Sapropel] (URI: https://doi.org/10.1016/j.quascirev.2015.10.005)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Barker et al. (2011) [GrSyn] (URI: https://doi.org/10.1126/science.1203580)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Antarctic ice core chronology (AICC2012) (URI: https://doi.org/10.5194/cp-9-1733-2013)
	AGE [ka BP] (Age) * GEOCODE * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Age model according to Buizert et al. (2015) [West Antarctic Ice Sheet (WAIS) model] (URI: https://doi.org/10.1038/nature14401)
	δ18O [‰] (δ18O) * PI: Hodell, David A (https://orcid.org/0000-0001-8537-1588, dah73@cam.ac.uk) * METHOD/DEVICE: Mass spectrometer, VG Sira and Thermo Finnigan, MAT 253 * COMMENT: mixed species corrected to Uvig.
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	17690 data points
*/
Depth sed [m] (MD01-2444)	Depth corr cr [crmcd] (Equivalent 339-U1385 crmcd, I...)	Age [ka BP] (Hybrid Age)	Age [ka BP] (Age model according to Lisiec...)	Age [ka BP] (Age model according to Ahn et...)	Age [ka BP] (Age model according to Konijn...)	Age [ka BP] (Age model according to Barker...)	Age [ka BP] (Antarctic ice core chronology...)	Age [ka BP] (Age model according to Buizer...)	δ18O [‰] (mixed species corrected to Uv...)
	133.20	1173.80	1171.80000	1171.80000	1175.40000				3.7300
	133.22	1174.00	1172.00000	1172.00000	1175.50000				3.7100
	133.24	1174.10	1172.20000	1172.20000	1175.70000				3.6700
	133.26	1174.30	1172.40000	1172.40000	1175.90000				3.7800
	133.28	1174.40	1172.60000	1172.60000	1176.10000				3.7700
	133.30	1174.60	1172.80000	1172.80000	1176.30000				3.7500
	133.32	1174.70	1173.00000	1173.00000	1176.50000				3.7100
	133.34	1174.90	1173.20000	1173.20000	1176.60000				3.7200
	133.36	1175.00	1173.30000	1173.40000	1176.80000				3.6700
	133.38	1175.20	1173.50000	1173.50000	1177.00000				3.7600
	133.40	1175.30	1173.70000	1173.70000	1177.20000				3.7100
	133.42	1175.50	1173.90000	1173.90000	1177.40000				3.7700
	133.44	1175.60	1174.10000	1174.10000	1177.60000				3.7800
	133.46	1175.80	1174.30000	1174.30000	1177.80000				3.7500
	133.48	1175.90	1174.50000	1174.50000	1177.90000				3.6500
	133.50	1176.10	1174.70000	1174.70000	1178.10000				3.8500
	133.52	1176.20	1174.90000	1174.90000	1178.30000				3.7700
	133.56	1176.50	1175.30000	1175.30000	1178.70000				3.7400
	133.58	1176.70	1175.50000	1175.50000	1178.90000				3.7900
	133.62	1177.00	1175.80000	1175.90000	1179.20000				3.6800
	133.64	1177.10	1176.00000	1176.00000	1179.40000				3.7800
	133.66	1177.30	1176.20000	1176.20000	1179.60000				3.7300
	133.68	1177.40	1176.40000	1176.40000	1179.80000				3.7300
	133.70	1177.60	1176.60000	1176.60000	1180.00000				3.6800
	133.72	1177.70	1176.80000	1176.80000	1180.20000				3.8500
	133.74	1177.90	1177.00000	1177.00000	1180.30000				3.8300
	133.76	1178.00	1177.20000	1177.20000	1180.50000				3.8900
	133.78	1178.20	1177.40000	1177.40000	1180.70000				3.6600
	133.80	1178.30	1177.60000	1177.60000	1180.90000				3.6600
	133.82	1178.50	1177.80000	1177.80000	1181.10000				3.6800
	133.84	1178.70	1178.00000	1178.00000	1181.30000				3.7500
	133.86	1178.80	1178.20000	1178.20000	1181.40000				3.7500
	133.88	1179.00	1178.30000	1178.40000	1181.60000				3.6900
	133.90	1179.10	1178.60000	1178.50000	1181.80000				3.6800
	133.92	1179.30	1178.70000	1178.70000	1182.00000				3.6600
	133.94	1179.40	1178.90000	1178.90000	1182.20000				3.6200
	133.96	1179.60	1179.10000	1179.10000	1182.40000				3.5900
	133.98	1179.70	1179.30000	1179.30000	1182.50000				3.5600
	134.00	1179.90	1179.50000	1179.50000	1182.70000				3.8100
	134.02	1180.00	1179.70000	1179.70000	1182.90000				3.8300
	134.04	1180.20	1179.90000	1179.90000	1183.10000				3.7300
	134.06	1180.30	1180.10000	1180.10000	1183.30000				3.6700
	134.08	1180.50	1180.30000	1180.30000	1183.50000				3.7600
	134.10	1180.60	1180.50000	1180.50000	1183.70000				3.8800
	134.12	1180.80	1180.70000	1180.70000	1183.80000				3.6500
	134.14	1180.90	1180.80000	1180.90000	1184.00000				3.5200
	134.16	1181.10	1181.10000	1181.00000	1184.20000				3.7400
	134.18	1181.20	1181.20000	1181.20000	1184.40000				3.8300
	134.20	1181.40	1181.40000	1181.40000	1184.60000				3.8700
	134.22	1181.50	1181.60000	1181.60000	1184.80000				3.9300
	134.24	1181.70	1181.80000	1181.80000	1184.90000				3.9600
	134.26	1181.80	1182.00000	1182.00000	1185.10000				3.8100
	134.28	1182.00	1182.20000	1182.20000	1185.30000				3.7000
	134.30	1182.10	1182.40000	1182.40000	1185.50000				3.7900
	134.32	1182.30	1182.60000	1182.60000	1185.70000				3.9600
	134.34	1182.40	1182.80000	1182.80000	1185.90000				3.8800
	134.36	1182.60	1183.00000	1183.00000	1186.00000				3.6500
	134.38	1182.70	1183.20000	1183.20000	1186.20000				3.7300
	134.40	1182.90	1183.40000	1183.40000	1186.40000				3.7400
	134.42	1183.00	1183.60000	1183.50000	1186.60000				3.7400
	134.44	1183.20	1183.70000	1183.70000	1186.90000				3.7600
	134.46	1183.30	1183.90000	1183.90000	1187.20000				3.6500
	134.48	1183.50	1184.10000	1184.10000	1187.40000				3.7400
	134.50	1183.60	1184.30000	1184.30000	1187.70000				3.7500
	134.52	1183.80	1184.50000	1184.50000	1188.00000				3.8200
	134.54	1183.90	1184.70000	1184.70000	1188.30000				3.8400
	134.56	1184.10	1184.90000	1184.90000	1188.60000				3.6800
	134.60	1184.60	1185.30000	1185.30000	1189.10000				3.7300
	134.62	1184.90	1185.50000	1185.50000	1189.40000				3.6500
	134.64	1185.20	1185.70000	1185.70000	1189.70000				3.8000
	134.66	1185.50	1185.90000	1185.90000	1190.00000				3.6600
	134.68	1185.90	1186.10000	1186.00000	1190.30000				3.6800
	134.70	1186.20	1186.20000	1186.20000	1190.60000				3.8000
	134.72	1186.50	1186.40000	1186.40000	1190.80000				3.7100
	134.74	1186.80	1186.60000	1186.60000	1191.10000				3.7100
	134.76	1187.10	1186.80000	1186.80000	1191.40000				3.8400
	134.78	1187.50	1187.00000	1187.00000	1191.70000				3.7900
	134.80	1187.80	1187.20000	1187.20000	1192.00000				3.6400
	134.82	1188.10	1187.40000	1187.40000	1192.30000				3.8700
	134.84	1188.40	1187.60000	1187.60000	1192.50000				3.9000
	134.85	1188.60	1187.60000	1187.70000	1192.70000				4.0700
	134.86	1188.80	1187.80000	1187.80000	1192.80000				3.7900
	134.88	1189.10	1188.00000	1188.00000	1193.10000				3.9200
	134.90	1189.40	1188.20000	1188.20000	1193.40000				3.9400
	134.92	1189.70	1188.40000	1188.40000	1193.70000				4.0400
	134.94	1190.00	1188.60000	1188.50000	1193.90000				3.9100
	134.96	1190.40	1188.70000	1188.70000	1194.20000				3.8800
	134.98	1190.70	1188.90000	1188.90000	1194.50000				3.8500
	135.00	1191.00	1189.10000	1189.10000	1194.80000				3.9600
	135.02	1191.30	1189.30000	1189.30000	1195.10000				4.0500
	135.04	1191.60	1189.50000	1189.50000	1195.40000				3.8600
	135.06	1192.00	1189.70000	1189.70000	1195.60000				3.9300
	135.08	1192.30	1189.90000	1189.90000	1195.90000				4.2000
	135.10	1192.60	1190.00000	1190.00000	1196.20000				4.1200
	135.12	1192.90	1190.20000	1190.20000	1196.50000				4.2800
	135.14	1193.30	1190.30000	1190.30000	1196.80000				4.3000
	135.16	1193.60	1190.50000	1190.50000	1197.10000				4.7100
	135.18	1193.90	1190.70000	1190.60000	1197.30000				4.4400
	135.20	1194.20	1190.80000	1190.80000	1197.60000				4.2900
	135.22	1194.50	1190.90000	1190.90000	1197.90000				4.2300
	135.24	1194.90	1191.10000	1191.10000	1198.20000				4.4400
	135.26	1195.20	1191.30000	1191.20000	1198.50000				4.6300
	135.28	1195.50	1191.40000	1191.40000	1198.80000				4.4600
	135.30	1195.80	1191.60000	1191.50000	1199.00000				4.4300
	135.32	1196.10	1191.70000	1191.70000	1199.30000				4.4100
	135.34	1196.50	1191.90000	1191.80000	1199.60000				4.3600
	135.36	1196.80	1192.00000	1192.00000	1199.90000				4.4500
	135.38	1197.10	1192.20000	1192.10000	1200.20000				4.3400
	135.40	1197.40	1192.30000	1192.30000	1200.50000				4.3800
	135.42	1197.70	1192.50000	1192.40000	1200.70000				4.3500
	135.44	1198.10	1192.70000	1192.60000	1201.00000				4.4900
	135.46	1198.40	1192.80000	1192.70000	1201.30000				4.5000
	135.48	1198.70	1192.90000	1192.90000	1201.60000				4.4900
	135.50	1199.00	1193.10000	1193.00000	1201.90000				4.4600
	135.52	1199.40	1193.30000	1193.20000	1202.10000				4.5300
	135.54	1199.70	1193.40000	1193.40000	1202.40000				4.5100
	135.56	1200.00	1193.60000	1193.50000	1202.70000				4.6100
	135.58	1200.30	1193.70000	1193.70000	1203.00000				4.4400
	135.60	1200.60	1193.90000	1193.80000	1203.30000				4.3700
	135.62	1201.00	1194.00000	1194.00000	1203.60000				4.4100
	135.64	1201.30	1194.20000	1194.10000	1203.80000				4.5100
	135.66	1201.60	1194.30000	1194.30000	1204.10000				4.4200
	135.68	1201.90	1194.50000	1194.40000	1204.40000				4.4300
	135.70	1202.20	1194.70000	1194.60000	1204.70000				4.6300
	135.72	1202.60	1194.80000	1194.70000	1205.00000				4.5900
	135.74	1202.90	1195.00000	1194.90000	1205.30000				4.8100
	135.76	1203.20	1195.10000	1195.00000	1205.50000				4.6500
	135.78	1203.50	1195.30000	1195.20000	1205.80000				4.3800
	135.80	1203.90	1195.40000	1195.30000	1206.10000				4.5200
	135.82	1204.20	1195.60000	1195.50000	1206.40000				4.5500
	135.86	1204.80	1195.90000	1195.80000	1207.00000				4.5800
	135.88	1205.10	1196.00000	1195.90000	1207.20000				4.6200
	135.90	1205.50	1196.20000	1196.10000	1207.50000				4.5700
	135.92	1205.80	1196.30000	1196.20000	1207.80000				4.6900
	135.94	1206.10	1196.50000	1196.40000	1208.10000				4.6100
	135.96	1206.40	1196.70000	1196.50000	1208.40000				4.6500
	135.98	1206.70	1196.80000	1196.70000	1208.60000				4.7300
	136.00	1207.10	1197.00000	1196.80000	1208.90000				4.8300
	136.02	1207.40	1197.10000	1197.00000	1209.20000				4.7100
	136.04	1207.70	1197.30000	1197.10000	1209.50000				4.6400
	136.06	1208.00	1197.40000	1197.30000	1209.80000				4.5900
	136.10	1208.70	1197.70000	1197.60000	1210.30000				4.7500
	136.12	1209.00	1197.90000	1197.70000	1210.60000				4.5100
	136.14	1209.30	1198.00000	1197.90000	1210.90000				4.5300
	136.16	1209.60	1198.20000	1198.00000	1211.20000				4.6700
	136.18	1210.00	1198.30000	1198.20000	1211.50000				4.5700
	136.20	1210.30	1198.50000	1198.30000	1211.80000				4.5100
	136.22	1210.60	1198.70000	1198.50000	1212.00000				4.5600
	136.24	1210.90	1198.80000	1198.60000	1212.30000				4.6600
	136.26	1211.20	1199.00000	1198.80000	1212.60000				4.7600
	136.28	1211.60	1199.10000	1198.90000	1212.90000				4.4900
	136.30	1211.90	1199.30000	1199.10000	1213.20000				4.5800
	136.32	1212.20	1199.40000	1199.20000	1213.50000				4.6300
	136.34	1212.50	1199.60000	1199.40000	1213.70000				4.6400
	136.36	1212.90	1199.70000	1199.50000	1214.00000				4.6800
	136.38	1213.20	1199.90000	1199.70000	1214.30000				4.5700
	136.40	1213.50	1200.00000	1199.80000	1214.60000				4.7100
	136.42	1213.80	1200.20000	1200.00000	1214.90000				4.5600
	136.44	1214.10	1200.30000	1200.20000	1215.20000				4.7100
	136.46	1214.50	1200.50000	1200.30000	1215.40000				4.6000
	136.48	1214.80	1200.70000	1200.50000	1215.70000				4.6000
	136.50	1215.10	1200.80000	1200.60000	1216.00000				4.6900
	136.52	1215.40	1201.00000	1200.80000	1216.30000				4.6000
	136.54	1215.70	1201.10000	1200.90000	1216.60000				4.7100
	136.56	1216.10	1201.30000	1201.10000	1216.80000				4.5200
	136.58	1216.40	1201.40000	1201.20000	1217.10000				4.5400
	136.60	1216.70	1201.60000	1201.40000	1217.40000				4.7100
	136.62	1217.00	1201.70000	1201.60000	1217.70000				4.6900
	136.64	1217.40	1201.90000	1201.70000	1218.00000				4.6600
	136.66	1217.70	1202.00000	1201.90000	1218.30000				4.7100
	136.67	1217.80	1202.10000	1201.90000	1218.40000				4.5500
	136.69	1218.20	1202.30000	1202.10000	1218.70000				4.5500
	136.73	1218.80	1202.60000	1202.40000	1219.20000				4.5700
	136.77	1219.40	1202.90000	1202.70000	1219.80000				4.7200
	136.79	1219.80	1203.00000	1202.90000	1220.10000				4.6900
	136.81	1220.10	1203.20000	1203.00000	1220.40000				4.6800
	136.83	1220.40	1203.30000	1203.20000	1220.70000				4.7400
	136.85	1220.70	1203.50000	1203.30000	1220.90000				4.4400
	136.87	1221.10	1203.70000	1203.50000	1221.20000				4.5000
	136.89	1221.40	1203.80000	1203.70000	1221.50000				4.8100
	136.91	1221.70	1204.00000	1203.80000	1221.80000				4.7700
	136.93	1222.00	1204.10000	1204.00000	1222.10000				4.7000
	136.95	1222.30	1204.30000	1204.10000	1222.40000				4.6100
	136.97	1222.60	1204.40000	1204.30000	1222.60000				4.6400
	136.99	1222.70	1204.60000	1204.40000	1222.70000				4.7500
	137.01	1222.80	1204.70000	1204.60000	1222.80000				4.6400
	137.03	1222.90	1204.90000	1204.70000	1222.90000				4.6400
	137.05	1223.00	1205.00000	1204.90000	1223.10000				4.7500
	137.07	1223.10	1205.20000	1205.10000	1223.20000				4.7100
	137.09	1223.20	1205.30000	1205.20000	1223.30000				4.6700
	137.11	1223.30	1205.50000	1205.40000	1223.40000				4.6900
	137.13	1223.40	1205.70000	1205.50000	1223.60000				4.6400
	137.15	1223.50	1205.80000	1205.70000	1223.70000				4.4500
	137.17	1223.60	1206.00000	1205.80000	1223.80000				4.5100
	137.19	1223.70	1206.10000	1206.00000	1223.90000				4.5700
	137.21	1223.80	1206.30000	1206.10000	1224.10000				4.5100
	137.23	1223.90	1206.40000	1206.30000	1224.20000				4.4300
	137.25	1224.00	1206.60000	1206.50000	1224.30000				4.4500
	137.28	1224.20	1206.80000	1206.70000	1224.50000				4.5600
	137.30	1224.30	1206.90000	1206.80000	1224.60000				4.5300
	137.32	1224.40	1207.10000	1207.00000	1224.80000				4.6100
	137.34	1224.50	1207.30000	1207.20000	1224.90000				4.5100
	137.36	1224.60	1207.40000	1207.30000	1225.00000				4.5100
	137.38	1224.70	1207.60000	1207.50000	1225.10000				4.7000
	137.41	1224.80	1207.80000	1207.70000	1225.30000				4.6600
	137.43	1224.90	1207.90000	1207.90000	1225.50000				4.5000
	137.45	1225.00	1208.10000	1208.00000	1225.60000				4.3500
	137.47	1225.10	1208.30000	1208.20000	1225.70000				4.4800
	137.49	1225.20	1208.40000	1208.30000	1225.80000				4.2200
	137.51	1225.30	1208.60000	1208.50000	1226.00000				4.4500
	137.54	1225.50	1208.80000	1208.70000	1226.10000				4.4000
	137.56	1225.60	1208.90000	1208.90000	1226.30000				4.3100
	137.58	1225.70	1209.10000	1209.00000	1226.40000				4.2900
	137.60	1225.80	1209.30000	1209.20000	1226.50000				4.2900
	137.62	1225.90	1209.40000	1209.30000	1226.70000				4.3500
	137.65	1226.10	1209.60000	1209.60000	1226.80000				4.1800
	137.67	1226.20	1209.80000	1209.70000	1227.00000				4.2500
	137.69	1226.30	1209.90000	1209.90000	1227.10000				4.1500
	137.71	1226.40	1210.10000	1210.00000	1227.20000				4.3600
	137.73	1226.50	1210.30000	1210.20000	1227.30000				4.1200
	137.75	1226.60	1210.40000	1210.30000	1227.50000				4.1500
	137.78	1226.70	1210.60000	1210.60000	1227.70000				4.1600
	137.80	1226.80	1210.80000	1210.70000	1227.80000				4.1000
	137.82	1226.90	1210.90000	1210.90000	1227.90000				4.0700
	137.86	1227.20	1211.30000	1211.20000	1228.20000				4.1300
	137.88	1227.30	1211.40000	1211.40000	1228.30000				4.0800
	137.91	1227.40	1211.60000	1211.60000	1228.50000				3.9900
	137.93	1227.50	1211.80000	1211.70000	1228.60000				4.0800
	137.95	1227.60	1211.90000	1211.90000	1228.70000				3.9100
	137.97	1227.70	1212.10000	1212.10000	1228.90000				3.8900
	137.99	1227.80	1212.30000	1212.20000	1229.00000				4.0300
	138.04	1228.10	1212.60000	1212.60000	1229.30000				3.9100
	138.08	1228.30	1212.90000	1212.90000	1229.50000				4.1600
	138.12	1228.50	1213.30000	1213.20000	1229.80000				4.1300
	138.14	1228.60	1213.40000	1213.40000	1229.90000				4.1800
	138.16	1228.70	1213.60000	1213.50000	1230.00000				4.1000
	138.18	1228.80	1213.70000	1213.70000	1230.20000				4.1300
	138.20	1228.90	1213.90000	1213.80000	1230.30000				4.3000
	138.22	1229.00	1214.00000	1214.00000	1230.40000				4.1900
	138.22	1229.00	1214.00000	1214.00000	1230.40000				4.0900
	138.24	1229.10	1214.20000	1214.20000	1230.50000				3.9400
	138.24	1229.10	1214.20000	1214.20000	1230.50000				4.1600
	138.26	1229.20	1214.30000	1214.30000	1230.70000				4.0900
	138.26	1229.20	1214.30000	1214.30000	1230.70000				4.0800
	138.27	1229.30	1214.40000	1214.40000	1230.70000				4.0400
	138.28	1229.30	1214.50000	1214.50000	1230.80000				4.2000
	138.28	1229.30	1214.50000	1214.50000	1230.80000				4.2000
	138.29	1229.40	1214.60000	1214.50000	1230.90000				3.8100
	138.30	1229.40	1214.70000	1214.60000	1230.90000				3.9700
	138.31	1229.50	1214.70000	1214.70000	1231.00000				4.2200
	138.32	1229.50	1214.80000	1214.80000	1231.10000				4.3000
	138.32	1229.50	1214.80000	1214.80000	1231.10000				4.0800
	138.34	1229.60	1215.00000	1214.90000	1231.20000				3.9900
	138.34	1229.60	1215.00000	1214.90000	1231.20000				3.9000
	138.36	1229.70	1215.10000	1215.10000	1231.30000				3.7600
	138.37	1229.80	1215.20000	1215.20000	1231.40000				3.8500
	138.38	1229.80	1215.30000	1215.20000	1231.40000				3.8400
	138.38	1229.80	1215.30000	1215.20000	1231.40000				4.0300
	138.39	1229.90	1215.40000	1215.30000	1231.50000				4.0300
	138.40	1229.90	1215.40000	1215.40000	1231.60000				4.1400
	138.41	1230.00	1215.50000	1215.50000	1231.60000				4.1200
	138.42	1230.00	1215.60000	1215.60000	1231.70000				3.8700
	138.42	1230.00	1215.60000	1215.60000	1231.70000				4.2800
	138.44	1230.10	1215.80000	1215.70000	1231.80000				4.1400
	138.45	1230.20	1215.80000	1215.80000	1231.90000				4.0800
	138.46	1230.30	1215.90000	1215.90000	1231.90000				4.1600
	138.47	1230.30	1215.90000	1215.90000	1232.00000				3.9300
	138.48	1230.40	1216.00000	1216.00000	1232.10000				4.1300
	138.48	1230.40	1216.00000	1216.00000	1232.10000				3.9300
	138.49	1230.40	1216.10000	1216.10000	1232.10000				4.0700
	138.50	1230.50	1216.20000	1216.20000	1232.20000				3.9800
	138.50	1230.50	1216.20000	1216.20000	1232.20000				4.0700
	138.52	1230.60	1216.30000	1216.30000	1232.30000				4.1900
	138.52	1230.60	1216.30000	1216.30000	1232.30000				3.9500
	138.53	1230.60	1216.40000	1216.40000	1232.40000				4.1000
	138.54	1230.70	1216.50000	1216.50000	1232.40000				3.9500
	138.54	1230.70	1216.50000	1216.50000	1232.40000				3.9400
	138.55	1230.70	1216.60000	1216.60000	1232.50000				4.0900
	138.56	1230.80	1216.70000	1216.60000	1232.60000				3.8100
	138.57	1230.80	1216.70000	1216.70000	1232.60000				3.8400
	138.58	1230.90	1216.80000	1216.80000	1232.70000				4.1300
	138.58	1230.90	1216.80000	1216.80000	1232.70000				4.0400
	138.59	1230.90	1216.90000	1216.90000	1232.80000				3.8300
	138.60	1231.00	1217.00000	1217.00000	1232.80000				3.5500
	138.60	1231.00	1217.00000	1217.00000	1232.80000				3.6600
	138.62	1231.10	1217.10000	1217.10000	1232.90000				3.6100
	138.62	1231.10	1217.10000	1217.10000	1232.90000				4.0900
	138.63	1231.10	1217.20000	1217.20000	1233.00000				3.8700
	138.64	1231.20	1217.30000	1217.30000	1233.10000				3.5900
	138.66	1231.30	1217.40000	1217.40000	1233.20000				3.6000
	138.68	1231.40	1217.60000	1217.60000	1233.30000				3.9800
	138.69	1231.40	1217.80000	1217.70000	1233.40000				3.8500
	138.71	1231.50	1218.00000	1218.00000	1233.50000				4.0000
	138.73	1231.60	1218.20000	1218.20000	1233.60000				4.0200
	138.75	1231.80	1218.40000	1218.40000	1233.80000				4.0200
	138.77	1231.90	1218.60000	1218.70000	1233.90000				4.0600
	138.79	1232.00	1218.80000	1218.90000	1234.00000				3.9200
	138.80	1232.00	1219.00000	1219.00000	1234.10000				3.9700
	138.82	1232.10	1219.20000	1219.30000	1234.20000				3.8400
	138.84	1232.20	1219.40000	1219.50000	1234.30000				3.9600
	138.85	1232.30	1219.50000	1219.60000	1234.40000				3.8100
	138.86	1232.30	1219.60000	1219.70000	1234.40000				3.9000
	138.87	1232.40	1219.70000	1219.80000	1234.50000				3.8600
	138.88	1232.40	1219.80000	1220.00000	1234.60000				3.8900
	138.89	1232.50	1220.00000	1220.10000	1234.60000				3.8700
	138.91	1232.60	1220.10000	1220.30000	1234.80000				3.8000
	138.91	1232.60	1220.20000	1220.30000	1234.80000				3.9100
	138.93	1232.70	1220.40000	1220.50000	1234.90000				3.9000
	138.93	1232.70	1220.40000	1220.50000	1234.90000				3.8400
	138.95	1232.80	1220.60000	1220.80000	1235.00000				3.5800
	138.95	1232.80	1220.60000	1220.80000	1235.00000				3.9700
	138.97	1232.90	1220.80000	1221.00000	1235.10000				3.8500
	138.97	1232.90	1220.80000	1221.00000	1235.10000				3.7600
	138.98	1232.90	1221.00000	1221.10000	1235.20000				3.8300
	138.99	1233.00	1221.00000	1221.20000	1235.30000				3.9700
	139.00	1233.00	1221.20000	1221.40000	1235.30000				3.8700
	139.01	1233.10	1221.20000	1221.50000	1235.40000				3.8500
	139.02	1233.10	1221.40000	1221.60000	1235.50000				3.9000
	139.03	1233.20	1221.50000	1221.70000	1235.50000				3.8900
	139.04	1233.20	1221.60000	1221.80000	1235.60000				3.8700
	139.05	1233.30	1221.70000	1221.90000	1235.60000				3.6900
	139.06	1233.40	1221.80000	1222.10000	1235.70000				3.8400
	139.07	1233.40	1221.90000	1222.20000	1235.80000				3.5400
	139.09	1233.50	1222.10000	1222.40000	1235.90000				3.7200
	139.11	1233.60	1222.30000	1222.60000	1236.00000				3.6400
	139.13	1233.70	1222.60000	1222.90000	1236.10000				3.4100
	139.15	1233.80	1222.80000	1223.10000	1236.30000				3.4400
	139.17	1233.90	1223.00000	1223.30000	1236.40000				3.7300
	139.19	1234.00	1223.20000	1223.60000	1236.50000				3.5300
	139.21	1234.10	1223.40000	1223.80000	1236.70000				3.6400
	139.23	1234.20	1223.70000	1224.00000	1236.80000				3.4200
	139.25	1234.30	1223.90000	1224.30000	1236.90000				3.5700
	139.27	1234.40	1224.10000	1224.50000	1237.00000				3.2900
	139.29	1234.50	1224.30000	1224.70000	1237.20000				3.3900
	139.31	1234.60	1224.50000	1225.00000	1237.30000				3.4700
	139.33	1234.70	1224.80000	1225.20000	1237.40000				3.3800
	139.35	1234.90	1225.00000	1225.40000	1237.50000				3.5200
	139.35	1234.90	1225.00000	1225.40000	1237.50000				3.5800
